code,title,meta
LACH5504,Independent Dissertation Part 2,"Type:UnitsCredit points:12;Coordinator(s):Dr Maria IgnatievaLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Design SchoolAvailability:Semester 1;Semester 2;Location:UWA (Perth);"
LACH5510,Independent Dissertation by Design Part 1,"Type:UnitsCredit points:12;Coordinator(s):Dr Maria IgnatievaLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Design SchoolAvailability:Semester 1;Semester 2;Location:UWA (Perth);"
LACH5511,Independent Dissertation by Design Part 2,"Type:UnitsCredit points:12;Coordinator(s):Dr Maria IgnatievaLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Design SchoolAvailability:Semester 1;Semester 2;Location:UWA (Perth);"
LAWS1104,Introduction to Law,"Type:UnitsCredit points:6;Coordinator(s):Dr Sagi Peari and Dr Renae BarkerLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level1Area of knowledge:Management and CommerceAvailability:Semester 1;Location:UWA (Perth);Albany;"
LAWS1110,Crime and Society,"Type:UnitsCredit points:6;Coordinator(s):Dr Joseph ClareLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level1Area of knowledge:Society and CultureAvailability:Semester 2;Location:UWA (Perth);"
LAWS1111,"Law, Conflict and Change","Type:UnitsCredit points:6;Coordinator(s):Dr Tamara TulichLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:A;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level1Area of knowledge:Life and Health Sciences;Society and CultureAvailability:Semester 1;Location:UWA (Perth);"
LAWS1112,Adulting: Law for Everyday Lives,"Type:UnitsCredit points:6;Coordinator(s):Ms Kate OfferLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level1Area of knowledge:Society and CultureAvailability:Semester 1;Location:UWA (Perth);"
LAWS1120,Australian Legal Principles and Institutions,"Type:UnitsCredit points:6;Coordinator(s):Dr Sagi PeariLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level1Area of knowledge:Society and CultureAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS2018,Law and Literature,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Kieran DolinLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:HumanitiesBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Society and CultureAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS2120,Legal Studies Professional Practicum 2,"Type:UnitsCredit points:12;Level of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS2201,Legal Framework of Business,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor David HodgkinsonLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Management and CommerceAvailability:Semester 1;Location:UWA (Perth);"
LAWS2207,Commercial Law,"Type:UnitsCredit points:6;Coordinator(s):Dr Sagi PeariLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Level2Area of knowledge:Management and CommerceAvailability:Semester 2;Location:UWA (Perth);"
LAWS2220,"Birth, Life, Death and the Law","Type:UnitsCredit points:6;Coordinator(s):Associate Lecturer Aidan RicciardoLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Life and Health Sciences;Society and CultureAvailability:Semester 2;Location:UWA (Perth);"
LAWS2223,Criminal Justice Systems,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Hilde Tubex and Dr Joe ClareLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Society and CultureAvailability:Semester 1;Location:UWA (Perth);"
LAWS2224,Evolution of Human Rights,"Type:UnitsCredit points:6;Coordinator(s):Dr Murray WessonLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:A;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Society and CultureAvailability:Semester 2;Location:UWA (Perth);"
LAWS2225,Indigenous Peoples and the Law,"Type:UnitsCredit points:6;Coordinator(s):Ambelin KwaymullinaLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Society and CultureAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS2226,International Legal Institutions,"Type:UnitsCredit points:6;Coordinator(s):Juan HeLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:A;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Society and CultureAvailability:Semester 1;Location:UWA (Perth);"
LAWS2227,Law in Action,"Type:UnitsCredit points:6;Coordinator(s):Dr Theodore BennettLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Society and CultureAvailability:Semester 2;Location:UWA (Perth);"
LAWS2301,Company Law,"Type:UnitsCredit points:6;Coordinator(s):Samuel RajLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level2Area of knowledge:Management and CommerceAvailability:Semester 2;Location:UWA (Perth);"
LAWS3211,Intellectual Property and China's Innovation-based Economy,"Type:UnitsCredit points:6;Coordinator(s):Professor Ken ShaoLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Management and CommerceAvailability:Semester 1;Location:UWA (Perth);"
LAWS3221,Creative Expression and the Law,"Type:UnitsCredit points:6;Coordinator(s):Jani McCutcheonLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Society and CultureAvailability:Semester 1;Location:UWA (Perth);"
LAWS3222,Taxation Law,"Type:UnitsCredit points:6;Coordinator(s):Nicole Wilson-RogersLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Management and CommerceAvailability:Semester 1;Location:UWA (Perth);"
LAWS3308,Business Law in Practice,"Type:UnitsCredit points:6;Coordinator(s):Camilla AndersenLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Management and CommerceAvailability:Semester 2;Location:UWA (Perth);"
LAWS3316,"Law, Advocacy, Activism and Change","Type:UnitsCredit points:6;Coordinator(s):Dr Marilyn BrombergLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolElectives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Availability:Semester 2;Location:UWA (Perth);"
LAWS3317,Social Media and the Law,"Type:UnitsCredit points:6;Coordinator(s):Dr Marilyn BrombergLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Society and CultureAvailability:Semester 1;Location:UWA (Perth);"
LAWS3328,International Commercial Law,"Type:UnitsCredit points:6;Coordinator(s):Sam RajLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Management and CommerceAvailability:Semester 1;Location:UWA (Perth);"
LAWS3330,Gender and the Law,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Stella TarrantLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Society and CultureAvailability:Semester 2;Location:UWA (Perth);"
LAWS3334,Law and Religion,"Type:UnitsCredit points:6;Coordinator(s):Dr Renae BarkerLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Society and CultureAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS3344,Law and Contemporary Social Issues,"Type:UnitsCredit points:6;Coordinator(s):Dr Theodore BennettLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Society and CultureAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS3374,"Crime, Justice and Public Policy","Type:UnitsCredit points:6;Coordinator(s):Dr Hilde TubexLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Electives:Bachelor of Arts;;Bachelor of Commerce;;Bachelor of Science;;Bachelor of Biomedical Science;;Level3Area of knowledge:Society and CultureAvailability:Semester 2;Location:UWA (Perth);"
LAWS3379,International Investment Law,"Type:UnitsCredit points:6;Coordinator(s):Dominic DagbanjaLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolBroadening:B;Level3Area of knowledge:Management and CommerceAvailability:Semester 2;Location:UWA (Perth);"
LAWS4101,Foundations of Law and Lawyering,"Type:UnitsCredit points:6;Coordinator(s):Julie Falck and Aidan RicciardoLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS4102,Criminal Law,"Type:UnitsCredit points:6;Coordinator(s):Meredith BlakeLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS4103,Contract,"Type:UnitsCredit points:6;Coordinator(s):Professor Robyn Carroll and Assistant Professor Tracey AtkinsLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS4104,Property,"Type:UnitsCredit points:6;Coordinator(s):Penny CarruthersLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS4106,Torts,"Type:UnitsCredit points:6;Coordinator(s):Assistant Professor Kate Offer and Dr Marco RizziLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS4107,Land Law,"Type:UnitsCredit points:6;Coordinator(s):Ms Penny CarruthersLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS4108,Foundations of Public Law,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Sarah Murray and Dr Tamara TulichLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS4109,Legal Theory and Ethics,"Type:UnitsCredit points:6;Coordinator(s):Murray Wesson and Jacinta DharmanandaLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS4201,Dissertation (Law and Society) Part 1,"Type:UnitsCredit points:12;Coordinator(s):Dr Marilyn BrombergLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS4202,Dissertation (Law and Society) Part 2,"Type:UnitsCredit points:12;Coordinator(s):Dr Marilyn BrombergLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS4203,Dissertation (Business Law) Part 1,"Type:UnitsCredit points:12;Coordinator(s):Dr Sagi PeariLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS4204,Dissertation (Business Law) Part 2,"Type:UnitsCredit points:12;Coordinator(s):Dr Sagi PeariLevel of study:Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS4227,Foundations of Law and Legal Institutions,"Type:UnitsCredit points:6;Coordinator(s):Dr Fiona McGaughey (Sem 1) and Associate Professor Jani McCutcheon (Sem 2)Level of study:Undergraduate;Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS4345,Supervised Research II Part 1,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Sarah MurrayLevel of study:Undergraduate;Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS4346,Supervised Research II Part 2,"Type:UnitsCredit points:6;Level of study:Undergraduate;Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5101,Constitutional Law,"Type:UnitsCredit points:6;Coordinator(s):Dr Murray WessonLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5102,Administrative Law,"Type:UnitsCredit points:6;Coordinator(s):Julie FalckLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5103,Equity and Trusts,"Type:UnitsCredit points:6;Coordinator(s):Professor Natalie SkeadLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5104,Corporations Law,"Type:UnitsCredit points:6;Coordinator(s):Rebecca FaugnoLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5105,Remedies,"Type:UnitsCredit points:6;Coordinator(s):Dr Felicity MaherLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5107,Evidence,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Stella Tarrant and Aidan RicciardoLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5108,Professional Practice,"Type:UnitsCredit points:6;Coordinator(s):Ms Rebecca FaugnoLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5109,Dispute Resolution,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Jill HowiesonLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5111,Corporate Governance for Resources Companies,"Type:UnitsCredit points:6;Coordinator(s):Professor John ChandlerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5114,International Environmental Law,"Type:UnitsCredit points:6;Coordinator(s):Professor Erika TecheraLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5115,Procedure,"Type:UnitsCredit points:6;Coordinator(s):Michael DouglasLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5117,Advanced Evidence and Proof,"Type:UnitsCredit points:6;Coordinator(s):Anthony WillingeLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5118,Family Law,"Type:UnitsCredit points:6;Coordinator(s):Professor Robyn CarrollLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5128,Consumer Law,"Type:UnitsCredit points:6;Coordinator(s):Assistant Professor Tracey AtkinsLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5132,Income Taxation Law,"Type:UnitsCredit points:6;Coordinator(s):Nicole Wilson-RogersLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5135,Select Topics in Insurance Law,"Type:UnitsCredit points:6;Coordinator(s):Gregory PyntLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5144,Mining and Energy Law,"Type:UnitsCredit points:6;Coordinator(s):Jared ClementsLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5150,Intellectual Property Law,"Type:UnitsCredit points:6;Coordinator(s):Professor Michael BlakeneyLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5152,Media Law,"Type:UnitsCredit points:6;Coordinator(s):Michael DouglasLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5158,Negotiation and Mediation,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Jill HowiesonLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5160,Law Review Part 1,"Type:UnitsCredit points:0;Coordinator(s):Winthrop Professor Michael Blakeney and Philipp KastnerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Semester 2;Location:UWA (Perth);"
LAWS5161,Law Review Part 2,"Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Michael Blakeney and Assistant Professor Philipp KastnerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Semester 2;Location:UWA (Perth);"
LAWS5162,Jessup International Moot Competition,"Type:UnitsCredit points:12;Coordinator(s):Professor Natalie SkeadLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5165,Public International Law,"Type:UnitsCredit points:6;Coordinator(s):Dr Melanie O'BrienLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5167,Comparative Law,"Type:UnitsCredit points:6;Coordinator(s):Professor Camilla AndersenLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5168,Federal Jurisdiction,"Type:UnitsCredit points:6;Coordinator(s):Adjunct Professor Robert French ACLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5174,Legal Internship,"Type:UnitsCredit points:6;Coordinator(s):Assistant Professor Tracey Atkins and Penny CarruthersLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolLearning units:Service Learning unit;Availability:Non-standard teaching period;Semester 2;Location:UWA (Perth);"
LAWS5175,Heritage Governance: from Global to Local,"Type:UnitsCredit points:6;Coordinator(s):Professor Erika TecheraLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5176,Australian Financial Transactions Law and Regulation,"Type:UnitsCredit points:6;Coordinator(s):Dr Rasiah GengatharenLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Business SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5179,Law of the Sea,"Type:UnitsCredit points:6;Coordinator(s):Assistant Professor Philipp KastnerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5181,Health Law and Policy,"Type:UnitsCredit points:6;Coordinator(s):Dr Marco RizziLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5182,Indigenous Peoples in International and Comparative Law,"Type:UnitsCredit points:6;Level of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5183,Environmental Law,"Type:UnitsCredit points:6;Coordinator(s):Professor Alex GardnerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5184,Co-operative Education for Enterprise Development (CEED),"Type:UnitsCredit points:6;Coordinator(s):Professor Erika TecheraLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolLearning units:Service Learning unit;Availability:Semester 1;Semester 2;Location:UWA (Perth);"
LAWS5185,Forensic Advocacy,"Type:UnitsCredit points:6;Coordinator(s):Adjunct Professor Richard HookerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5187,Succession Law,"Type:UnitsCredit points:6;Coordinator(s):Dr John HockleyLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5188,Legal APPtitude,"Type:UnitsCredit points:6;Coordinator(s):Ms Kate OfferLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 2;Location:UWA (Perth);"
LAWS5210,Working with China: Business in a Socio-legal Context,"Type:UnitsCredit points:6;Coordinator(s):Professor Ken ShaoLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5215,Regulation: Theories and Practices,"Type:UnitsCredit points:6;Coordinator(s):Dr Marco RizziLevel of study:Postgraduate;Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5219,International Criminal Law,"Type:UnitsCredit points:6;Coordinator(s):Assistant Professor Philipp KastnerLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5220,International Humanitarian Law,"Type:UnitsCredit points:6;Coordinator(s):Melanie O'BrienLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5223,Theories of Justice and Punishment,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor Hilde TubexLevel of study:Postgraduate;Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5224,Foundations of Public International Law,"Type:UnitsCredit points:6;Coordinator(s):Dr Melanie O'BrienLevel of study:Postgraduate;Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5225,"Theory, Method and Contemporary Issues of International Law","Type:UnitsCredit points:6;Coordinator(s):Fiona McGaugheyLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Semester 1;Location:UWA (Perth);"
LAWS5226,International Human Rights Law,"Type:UnitsCredit points:6;Coordinator(s):Fiona McGaugheyLevel of study:Postgraduate;Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5228,Engagement Tour of China,"Type:UnitsCredit points:6;Coordinator(s):Professor Ken ShaoLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5230,Aviation Law,"Type:UnitsCredit points:6;Coordinator(s):Associate Professor David HodgkinsonLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5231,Advanced Capital Gains Tax,"Type:UnitsCredit points:6;Coordinator(s):John FlickingLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5232,Double Tax Agreements and International Tax Law,"Type:UnitsCredit points:6;Coordinator(s):Professor Nolan SharkeyLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Not available in 2020;Location:UWA (Perth);"
LAWS5233,"Base Erosion, Profit Shifting and Transfer Pricing","Type:UnitsCredit points:6;Coordinator(s):Grant Wardell-JohnsonLevel of study:Postgraduate;Undergraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
LAWS5234,Taxation of Trusts,"Type:UnitsCredit points:6;Coordinator(s):Winthrop Professor Nolan SharkeyLevel of study:Postgraduate;Faculty:Arts, Business, Law and EducationSchool:UWA Law SchoolAvailability:Non-standard teaching period;Location:UWA (Perth);"
