academicGrpName,academicGrpDescription,academicCareerName,code,creditPoints,title,campusCode,url
ARG,"Arts, Education and Law Group",Postgraduate,106220,10,Advanced Public Writing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7117LHS
ARG,"Arts, Education and Law Group",Postgraduate,106220,10,Advanced Public Writing,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7117LHS
ARG,"Arts, Education and Law Group",Postgraduate,107799,10,Enhanced Design Tools,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7524QCA
BUS,Griffith Business School,Undergraduate,107819,10,Independent Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3020GIR
BUS,Griffith Business School,Undergraduate,107819,10,Independent Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3020GIR
ARG,"Arts, Education and Law Group",Undergraduate,107255,10,Motion Graphics,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2673QCA
ARG,"Arts, Education and Law Group",Undergraduate,107255,10,Motion Graphics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2673QCA
ARG,"Arts, Education and Law Group",Undergraduate,107813,10,Sculpture Studio 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2391QCA
HTH,Griffith Health,Undergraduate,107303,10,Pathology Techniques,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2004MSC
BUS,Griffith Business School,Undergraduate,101460,10,"Managing Risk in Tourism, Events and Hospitality",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3201THS
BUS,Griffith Business School,Undergraduate,101460,10,"Managing Risk in Tourism, Events and Hospitality","NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3201THS
BUS,Griffith Business School,Postgraduate,101630,0,Dissertation - Part 3,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7091THS_P3
BUS,Griffith Business School,Postgraduate,101630,0,Dissertation - Part 3,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7091THS_P3
BUS,Griffith Business School,Postgraduate,107217,10,Managing Volunteers for Sport and Events,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7254THS
BUS,Griffith Business School,Undergraduate,088742,10,International Food and Beverage Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2208THS
BUS,Griffith Business School,Undergraduate,088742,10,International Food and Beverage Management,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2208THS
BUS,Griffith Business School,Undergraduate,101462,10,Tourism and Hotel Economic Analysis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3203THS
BUS,Griffith Business School,Undergraduate,101462,10,Tourism and Hotel Economic Analysis,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3203THS
ARG,"Arts, Education and Law Group",Undergraduate,106907,10,Foundations of Canadian Law,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5250LAW
ARG,"Arts, Education and Law Group",Undergraduate,107307,0,Performance Study Extension,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3363QCM_P1
SCG,Griffith Sciences,Undergraduate,106033,10,Genetics and Evolutionary Biology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1042SCG
SCG,Griffith Sciences,Undergraduate,106033,10,Genetics and Evolutionary Biology,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1042SCG
HTH,Griffith Health,Postgraduate,087228,10,Clinical Science II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7018AHS
HTH,Griffith Health,Postgraduate,081607,10,Job Development and Placement,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7311AHS
ARG,"Arts, Education and Law Group",Undergraduate,107409,0,Dissertation/Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6500LHS_P3
ARG,"Arts, Education and Law Group",Undergraduate,107409,0,Dissertation/Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6500LHS_P3
HTH,Griffith Health,Postgraduate,107412,10,Promoting Sexual Health and Wellness,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8050NRS
ARG,"Arts, Education and Law Group",Undergraduate,107903,10,Photo Art 4: One Night Only,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3889QCA
ARG,"Arts, Education and Law Group",Postgraduate,088494,10,Behavioural Intervention,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7193EDN
ARG,"Arts, Education and Law Group",Postgraduate,107664,10,Digital and Design Technologies for Primary Teachers,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7124EDN
ARG,"Arts, Education and Law Group",Postgraduate,107664,10,Digital and Design Technologies for Primary Teachers,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7124EDN
ARG,"Arts, Education and Law Group",Postgraduate,107664,10,Digital and Design Technologies for Primary Teachers,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7124EDN
SCG,Griffith Sciences,Undergraduate,107918,10,Construction Communication,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1604ENG
HTH,Griffith Health,Postgraduate,100599,10,Strategic Decision Making in Health,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7323MED
HTH,Griffith Health,Postgraduate,100599,10,Strategic Decision Making in Health,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7323MED
HTH,Griffith Health,Postgraduate,100599,10,Strategic Decision Making in Health,OS,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7323MED
ARG,"Arts, Education and Law Group",Undergraduate,107570,20,Acting IV,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2072QCM
ARG,"Arts, Education and Law Group",Undergraduate,107571,10,Performance Project IV,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2074QCM
ARG,"Arts, Education and Law Group",Postgraduate,108015,10,Photo Art 1: The Real Thing,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7801QCA
SCG,Griffith Sciences,Undergraduate,107919,10,Sustainable Construction,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1605ENG
ARG,"Arts, Education and Law Group",Undergraduate,106264,10,Foundations of Law,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1031LAW
ARG,"Arts, Education and Law Group",Undergraduate,106264,10,Foundations of Law,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1031LAW
ARG,"Arts, Education and Law Group",Undergraduate,106272,10,Administrative Law,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3017LAW
ARG,"Arts, Education and Law Group",Undergraduate,106272,10,Administrative Law,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3017LAW
ARG,"Arts, Education and Law Group",Undergraduate,107496,10,Public Policy for Change,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2111LHS
ARG,"Arts, Education and Law Group",Undergraduate,107496,10,Public Policy for Change,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2111LHS
ARG,"Arts, Education and Law Group",Undergraduate,102037,10,Intercultural Communication,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3202LHS
ARG,"Arts, Education and Law Group",Undergraduate,102037,10,Intercultural Communication,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3202LHS
BUS,Griffith Business School,Undergraduate,080344,10,Conference and Convention Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3213THS
BUS,Griffith Business School,Undergraduate,080344,10,Conference and Convention Management,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3213THS
ARG,"Arts, Education and Law Group",Undergraduate,106262,10,Contracts 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1029LAW
ARG,"Arts, Education and Law Group",Undergraduate,106262,10,Contracts 1,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1029LAW
ARG,"Arts, Education and Law Group",Postgraduate,107587,10,Contemporary Influences on Secondary Schooling,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7403EDN
ARG,"Arts, Education and Law Group",Postgraduate,107587,10,Contemporary Influences on Secondary Schooling,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7403EDN
HTH,Griffith Health,Postgraduate,107216,10,Contemporary Issues in Organisational Psychology,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7420PSY
BUS,Griffith Business School,Postgraduate,107962,10,Strategic Approaches to Integrity and Anti-Corruption,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7008GIR
ARG,"Arts, Education and Law Group",Undergraduate,107165,10,Junior Secondary - An Intentional Approach to Teaching and Learning,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3305EDN
ARG,"Arts, Education and Law Group",Undergraduate,107165,10,Junior Secondary - An Intentional Approach to Teaching and Learning,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3305EDN
ARG,"Arts, Education and Law Group",Undergraduate,107390,20,Design Research Methods,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6511QCA
ARG,"Arts, Education and Law Group",Undergraduate,107390,20,Design Research Methods,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6511QCA
BUS,Griffith Business School,Postgraduate,107886,10,Business Data Analytics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7318AFE
BUS,Griffith Business School,Postgraduate,107886,10,Business Data Analytics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7318AFE
ARG,"Arts, Education and Law Group",Postgraduate,108020,10,Introduction to Photography,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7613QCA
ARG,"Arts, Education and Law Group",Postgraduate,107450,10,Advanced Independent Research Study 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7562LHS
ARG,"Arts, Education and Law Group",Postgraduate,107450,10,Advanced Independent Research Study 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7562LHS
BUS,Griffith Business School,Postgraduate,106812,10,Supply Chain Modelling,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7108IBA
BUS,Griffith Business School,Postgraduate,106812,10,Supply Chain Modelling,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7108IBA
BUS,Griffith Business School,Undergraduate,106451,10,Vietnam Study Tour,OS,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2026IBA
SCG,Griffith Sciences,Undergraduate,103601,10,Micro- and nanofabrication,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6105NSC
SCG,Griffith Sciences,Undergraduate,100367,10,Advanced Physiology,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3014NSC
SCG,Griffith Sciences,Undergraduate,106852,10,System and Software Design,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2805ICT
HTH,Griffith Health,Postgraduate,107755,10,Disaster Management and Resilience Building,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7422MED
HTH,Griffith Health,Postgraduate,107755,10,Disaster Management and Resilience Building,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7422MED
SCG,Griffith Sciences,Undergraduate,101392,10,Forensic Chemistry and Toxicology,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015NSC
SCG,Griffith Sciences,Undergraduate,101393,10,Forensic Evidence Imaging and Documentation,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3013NSC
SCG,Griffith Sciences,Postgraduate,107943,40,Final Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7930ENV_P4
SCG,Griffith Sciences,Postgraduate,107943,40,Final Project,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7930ENV_P4
ARG,"Arts, Education and Law Group",Undergraduate,107912,10,International Humanitarian Law/Law of Armed Conflict,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5335LAW
HTH,Griffith Health,Undergraduate,089130,10,Interpersonal Skills,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1008HSV
HTH,Griffith Health,Undergraduate,089130,10,Interpersonal Skills,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1008HSV
HTH,Griffith Health,Undergraduate,089130,10,Interpersonal Skills,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1008HSV
ARG,"Arts, Education and Law Group",Postgraduate,105892,10,Targeted Interventions,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7307EDN
HTH,Griffith Health,Undergraduate,106492,10,Medical Nutrition Therapy 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3102AHS
HTH,Griffith Health,Undergraduate,106493,10,Communication and Counselling in Dietetics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3100AHS
HTH,Griffith Health,Undergraduate,104977,0,Honours Dissertation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6001AHS_P1
SCG,Griffith Sciences,Undergraduate,105718,10,Creative Engineering,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1701ENG
SCG,Griffith Sciences,Undergraduate,105718,10,Creative Engineering,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1701ENG
SCG,Griffith Sciences,Postgraduate,101879,0,Dissertation,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871ENV_P2
SCG,Griffith Sciences,Postgraduate,101879,0,Dissertation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871ENV_P2
SCG,Griffith Sciences,Postgraduate,101880,0,Dissertation,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871ENV_P3
SCG,Griffith Sciences,Postgraduate,101880,0,Dissertation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871ENV_P3
SCG,Griffith Sciences,Undergraduate,106001,10,Work Integrated Learning Special Topic 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3913ENV
ARG,"Arts, Education and Law Group",Postgraduate,106042,10,Interventions and Recovery in Forensic Mental Health (Clinical),OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7050CCJ
SCG,Griffith Sciences,Undergraduate,106391,10,Construction Project Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6109ENG
HTH,Griffith Health,Postgraduate,107364,20,Principles and practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7020DOH
SCG,Griffith Sciences,Undergraduate,107237,0,Aviation project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3504NSC_P1
SCG,Griffith Sciences,Undergraduate,107237,0,Aviation project,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3504NSC_P1
SCG,Griffith Sciences,Undergraduate,107030,10,Numerical and Computing Skills,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1105ENG
SCG,Griffith Sciences,Undergraduate,107030,10,Numerical and Computing Skills,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1105ENG
SCG,Griffith Sciences,Undergraduate,107034,10,Design 1,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2206ENG
SCG,Griffith Sciences,Undergraduate,107017,10,Urban Environmental Systems,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2414ENV
SCG,Griffith Sciences,Undergraduate,107017,10,Urban Environmental Systems,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2414ENV
SCG,Griffith Sciences,Undergraduate,107021,10,Construction Materials and Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2914ENV
HTH,Griffith Health,Postgraduate,105792,10,Social Work Theory for Practice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7061HSV
HTH,Griffith Health,Postgraduate,105792,10,Social Work Theory for Practice,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7061HSV
HTH,Griffith Health,Postgraduate,105792,10,Social Work Theory for Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7061HSV
SCG,Griffith Sciences,Undergraduate,106432,10,Advanced Studies Task 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2602SCG
SCG,Griffith Sciences,Undergraduate,106432,10,Advanced Studies Task 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2602SCG
HTH,Griffith Health,Undergraduate,106737,10,Principles of Toxicology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2021PHM
HTH,Griffith Health,Postgraduate,106639,10,Applied Field Methods in Public Health,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7708MED
HTH,Griffith Health,Postgraduate,106639,10,Applied Field Methods in Public Health,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7708MED
HTH,Griffith Health,Undergraduate,106938,10,Research in Nursing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2806NRS
HTH,Griffith Health,Undergraduate,106938,10,Research in Nursing,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2806NRS
HTH,Griffith Health,Undergraduate,106938,10,Research in Nursing,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2806NRS
SCG,Griffith Sciences,Undergraduate,106574,40,Internship Research Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4604ENG
SCG,Griffith Sciences,Undergraduate,106574,40,Internship Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4604ENG
BUS,Griffith Business School,Postgraduate,105619,10,Financial Reporting,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7154AFE
HTH,Griffith Health,Postgraduate,105812,0,Dissertation Part 2,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8200HSV_P2
HTH,Griffith Health,Undergraduate,107615,10,Musculoskeletal Physiotherapy 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3401AHS
HTH,Griffith Health,Undergraduate,107615,10,Musculoskeletal Physiotherapy 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3401AHS
SCG,Griffith Sciences,Undergraduate,107635,10,Calculus II,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2205NSC
SCG,Griffith Sciences,Undergraduate,107635,10,Calculus II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2205NSC
ARG,"Arts, Education and Law Group",Postgraduate,106186,10,Research Design and Proposal I,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8260EDN
ARG,"Arts, Education and Law Group",Research,106212,10,Artistic Research Practice 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8906QCM
HTH,Griffith Health,Postgraduate,105985,0,MPH Dissertation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8010MED_P3
HTH,Griffith Health,Postgraduate,105985,0,MPH Dissertation,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8010MED_P3
HTH,Griffith Health,Postgraduate,105985,0,MPH Dissertation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8010MED_P3
SCG,Griffith Sciences,Undergraduate,107859,10,Perspectives on Human Evolution,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3029NSC
BUS,Griffith Business School,Undergraduate,106015,10,Management Problem Solving,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3114IBA
BUS,Griffith Business School,Undergraduate,106015,10,Management Problem Solving,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3114IBA
BUS,Griffith Business School,Undergraduate,106015,10,Management Problem Solving,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3114IBA
HTH,Griffith Health,Postgraduate,101093,10,Health Promotion Community Engagement,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7231MED
ARG,"Arts, Education and Law Group",Postgraduate,107999,10,Print Studio 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7394QCA
SCG,Griffith Sciences,Postgraduate,108027,0,Dissertation,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7401NSC_P3
SCG,Griffith Sciences,Undergraduate,106579,10,Light Aircraft Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2523NSC
ARG,"Arts, Education and Law Group",Undergraduate,107042,10,Applied Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1530QCA
ARG,"Arts, Education and Law Group",Undergraduate,107042,10,Applied Practice,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1530QCA
ARG,"Arts, Education and Law Group",Undergraduate,083010,10,Music and Society,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2100QCM
SCG,Griffith Sciences,Undergraduate,107080,10,Introduction to Electronics,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2319ENG
HTH,Griffith Health,Postgraduate,107783,0,Dissertation Master of Academic Health Practice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8019MED_P3
HTH,Griffith Health,Postgraduate,107777,10,Managing Complex Clients,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7102NRS
HTH,Griffith Health,Postgraduate,107779,10,Paediatric Nursing Care,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7601NRS
SCG,Griffith Sciences,Undergraduate,105951,10,Linear Electromagnetics,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6301ENG
SCG,Griffith Sciences,Undergraduate,106404,10,Energy Resources Management,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6311ENG
BUS,Griffith Business School,Undergraduate,106967,10,"The Politics of Identity: Religion, Culture and Globalisation",NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3016GIR
ARG,"Arts, Education and Law Group",Postgraduate,107648,10,Evaluating the evidence: What counts?,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7176EDN
ARG,"Arts, Education and Law Group",Postgraduate,107650,10,Managing Behaviours that challenge,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7178EDN
SCG,Griffith Sciences,Postgraduate,107541,10,Applied Specialised Forensic Science Techniques,OT,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7297NSC_Y2
SCG,Griffith Sciences,Postgraduate,107543,10,Conduct Serious Forensic Crime and Incident Scene Examinations,OT,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7298NSC_Y2
SCG,Griffith Sciences,Undergraduate,106045,10,Physical and Analytical Chemistry,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2202ENV
ARG,"Arts, Education and Law Group",Postgraduate,107675,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Mathematics",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7077EDN
ARG,"Arts, Education and Law Group",Postgraduate,107675,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Mathematics",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7077EDN
ARG,"Arts, Education and Law Group",Postgraduate,107675,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Mathematics",OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7077EDN
BUS,Griffith Business School,Postgraduate,101454,10,Event Coordination and Logistics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7227THS
BUS,Griffith Business School,Postgraduate,101454,10,Event Coordination and Logistics,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7227THS
SCG,Griffith Sciences,Undergraduate,106562,10,Architecture Studio 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1912ENV
SCG,Griffith Sciences,Undergraduate,106397,10,Signals and Imaging for Biomedical Applications,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6318ENG
BUS,Griffith Business School,Postgraduate,086932,10,Managing Change Through Responsible Leadership,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7910EHR
BUS,Griffith Business School,Postgraduate,086932,10,Managing Change Through Responsible Leadership,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7910EHR
BUS,Griffith Business School,Postgraduate,086932,10,Managing Change Through Responsible Leadership,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7910EHR
HTH,Griffith Health,Postgraduate,108071,10,Transition to Professional Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7728AHS
HTH,Griffith Health,Postgraduate,108071,10,Transition to Professional Practice,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7728AHS
BUS,Griffith Business School,Undergraduate,108634,10,Building the New Venture,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3045IBA
SCG,Griffith Sciences,Undergraduate,108243,10,Advanced Topics in Computer Science B,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6002ICT
ARG,"Arts, Education and Law Group",Undergraduate,105883,20,Composition Study 2 (Part 2),SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2390QCM_Y2
BUS,Griffith Business School,Undergraduate,108398,10,The Business of Business,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3037IBA
HTH,Griffith Health,Undergraduate,108370,10,Medicines - Discovery to Practice 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1004PHM
BUS,Griffith Business School,Postgraduate,108168,10,Managing Digital Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7040IBA
HTH,Griffith Health,Postgraduate,108163,0,Research Project 3,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7157PSY_P3
HTH,Griffith Health,Postgraduate,106643,10,Project Planning and Design in International Health,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7414MED
ARG,"Arts, Education and Law Group",Undergraduate,108431,10,Stop Motion Animation Fabrication 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2136GFS
ARG,"Arts, Education and Law Group",Postgraduate,108335,10,Expanded Practice 3,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7668QCA
ARG,"Arts, Education and Law Group",Undergraduate,108336,20,Action Research Studio,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3646QCA
ARG,"Arts, Education and Law Group",Undergraduate,108336,20,Action Research Studio,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3646QCA
