code,title,area,credit
POLS6001 (v.1),Introduction to Policy Sciences Research Methods,Curtin Malaysia,25
POLS0001 (v.1),Introduction to Political Science,Curtin Dubai,25
STAT1005 (v.1),Introduction to Probability and Data Analysis,"School of Elec Eng, Comp and Math Sci (EECMS)",25
EDSC5000 (v.1),Introduction to Professional Practice in Secondary Education,School of Education,25
ISYS5002 (v.1),Introduction to Programming,School of Management,25
COMP0003 (v.1) Introduction to Programming (Dubai Foundation),Introduction to Programming (Dubai Foundation),Curtin Dubai,25
PRJM0001 (v.1),Introduction to Project Management,Curtin Dubai,25
PSYC2005 (v.1),Introduction to Psychoactive Substances,School of Psychology,25
PSYC4005 (v.1),Introduction to Psychoactive Substances,School of Psychology,25
PSYC1000 (v.1),Introduction to Psychology,School of Psychology,25
PUBH1000 (v.1),Introduction to Public Health,School of Public Health,25
PROC3000 (v.1),Introduction to Purchasing and Procurement,School of Management,25
ELEN1001 (v.1),Introduction to Renewable Energy,Faculty of Science and Engineering,12
MGMT4005 (v.2),Introduction to Research Methods for Honours,School of Marketing,25
EDUC6017 (v.1),Introduction to Science Technology Engineering and Mathematics,School of Education,25
STAT1004 (v.1),Introduction to Scientific Data Analysis,Faculty of Science and Engineering,25
SCST1000 (v.2),Introduction to Screen Creativity,"School of Media, Creative Arts and Social Inquiry",25
SCST5008 (v.2),Introduction to Screen Creativity,"School of Media, Creative Arts and Social Inquiry",25
SPRO1000 (v.2),Introduction to Screen Industries,"School of Media, Creative Arts and Social Inquiry",25
SPRO5005 (v.2),Introduction to Screen Industries,"School of Media, Creative Arts and Social Inquiry",25
SCWR2000 (v.1),Introduction to Screenwriting,"School of Media, Creative Arts and Social Inquiry",25
SCWR5000 (v.2),Introduction to Screenwriting for Graduates,"School of Media, Creative Arts and Social Inquiry",25
EDSC1000 (v.1),Introduction to Secondary Teaching,School of Education,25
GEOP3001 (v.1),Introduction to Seismic Exploration,"WASM: Minerals, Energy and Chemical Engineering",25
COUN2000 (v.1),Introduction to Sexology Attitudes and Values,School of Public Health,25
SCWK5002 (v.1),Introduction to Social Work Field Education,"School of Occ Therapy, Social Work and Speech Path",100
ISAD1000 (v.1),Introduction to Software Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISAD5004 (v.1),Introduction to Software Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
SPPA5003 (v.1),Introduction to Speech Pathology,"School of Occ Therapy, Social Work and Speech Path",25
SPPA2006 (v.1),Introduction to Speech Pathology Practice,"School of Occ Therapy, Social Work and Speech Path",25
PEEN5002 (v.1),Introduction to Subsea Infrastructure Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
EDIB4000 (v.1),Introduction to the International Baccalaureate Programme,School of Education,25
LAWS1002 (v.1),Introduction to Tort Law,Curtin Law School,25
PSYC2006 (v.1),Introduction to Treatment of Addiction,School of Psychology,25
PSYC4006 (v.1),Introduction to Treatment of Addiction,School of Psychology,25
PWRP1000 (v.1),Introduction to Writing,"School of Media, Creative Arts and Social Inquiry",25
PWRP5021 (v.1),Introduction to Writing,"School of Media, Creative Arts and Social Inquiry",25
ACTL1003 (v.1),Introductory Actuarial Practices,"School of Elec Eng, Comp and Math Sci (EECMS)",25
FNCE2004 (v.1),Introductory Business Financial Modelling,School of Economics and Finance,25
SPPA3001 (v.1),Introductory Clinical Practice in Speech Pathology 1,"School of Occ Therapy, Social Work and Speech Path",25
SPPA3003 (v.1),Introductory Clinical Practice in Speech Pathology 2,"School of Occ Therapy, Social Work and Speech Path",25
ECOM5000 (v.1),Introductory Econometrics,School of Economics and Finance,25
ECON1000 (v.1),Introductory Economics,School of Economics and Finance,25
MATH1013 (v.1),Introductory Mathematics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
HEAL1000 (v.1),Introductory Physiotherapy Practice,School of Physiotherapy and Exercise Science,25
ISYS2002 (v.1),Introductory Systems Analysis and Design,School of Management,25
ISEC5001 (v.1),Intrusion Detection System and Incident Handling,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT5003 (v.1),Investment Science 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT3006 (v.1),Investment Science 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT3007 (v.1),Investment Science 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT5004 (v.1),Investment Science 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
VISA1001 (v.2),Issues in Contemporary Art,"School of Media, Creative Arts and Social Inquiry",25
FNCE7001 (v.1),Issues in Corporate Finance,School of Economics and Finance,25
ACCT3002 (v.1),Issues in Management Accounting,School of Accounting,25
EDUC4032 (v.1),iSTEM Education through Digital Stories,School of Education,25
EDUC4034 (v.1),iSTEM: Social Issues,School of Education,25
JAPN2000 (v.1),Japanese Society and Culture,School of Education,25
JOUR3001 (v.1),Journalism Industry Placement,"School of Media, Creative Arts and Social Inquiry",25
JOUR5006 (v.2),Journalism Industry Placement,"School of Media, Creative Arts and Social Inquiry",25
JOUR3010 (v.1),Journalism Major Project,"School of Media, Creative Arts and Social Inquiry",25
JOUR6003 (v.1),Journalism Masters Major Project,"School of Media, Creative Arts and Social Inquiry",50
JOUR5012 (v.2),"Journalism Theories, Practices, Platforms and Audiences","School of Media, Creative Arts and Social Inquiry",25
MGMT6014 (v.2),Knowledge and Talent Retention,School of Management,25
ISYS6014 (v.1),Knowledge Management and Intelligent Systems,School of Management,25
AGRI1000 (v.1),Land and Water Resources,School of Molecular and Life Sciences (MLS),25
SPAT3005 (v.1),Land Planning,School of Earth and Planetary Sciences (EPS),25
URDE2005 (v.1),Landscape Planning and Heritage,School of Design and the Built Environment,25
URDE7002 (v.1),Landscape Planning and Heritage,School of Design and the Built Environment,25
LING6000 (v.2),Language Acquisition,School of Education,25
SPPA5005 (v.1),Language across the Lifespan: Assessment and Analysis,"School of Occ Therapy, Social Work and Speech Path",25
EDUC6039 (v.1),Language Analysis,School of Education,25
SPPA2007 (v.1),Language Analysis and Assessment,"School of Occ Therapy, Social Work and Speech Path",25
EDUC4036 (v.1),Language and Diversity,School of Education,25
EDUC7010 (v.1),Language and Literacy Research,School of Education,25
ANTH2003 (v.1),Language and Social Life,"School of Media, Creative Arts and Social Inquiry",25
ANTH5006 (v.1),Language and Social Life,"School of Media, Creative Arts and Social Inquiry",25
LING6001 (v.2),Language in Society,School of Education,25
FASH3000 (v.1),Language of Dress,School of Design and the Built Environment,25
EDUC6027 (v.1),Language Teaching Course Design and Assessment,School of Education,25
EDUC6025 (v.1),Language Teaching Methodologies,School of Education,25
EDEC5004 (v.1),"Language, Literacy and Communications in Early Childhood",School of Education,25
ASIA1004 (v.1),"Languages, Arts and Crafts of Borneo",Curtin Malaysia,25
LAWS5004 (v.1),Law and Administrative Policies,Curtin Malaysia,25
BLAW5024 (v.1),Law for Engineers,School of Civil and Mechanical Engineering,12
BLAW2000 (v.2),Law for Engineers,School of Civil and Mechanical Engineering,12
LAWS3006 (v.1),Law Review,Curtin Law School,25
INDH3011 (v.1),"Law, Ethics and Mental Health",Centre for Aboriginal Studies,25
BLAW1003 (v.1),"Law, Society and Justice",Curtin Law School,25
INCD2013 (v.1),Laws and Legislation in Indigenous Australian Community Development,Centre for Aboriginal Studies,25
XINA5000 (v.1) LAWS8898 Law Special Unit (UWA) Restorative Justice,LAWS8898 Law Special Unit (UWA) Restorative Justice,Cross Institutional Enrolments,25
LAWS5008 (v.1),Lawyers' Skills,Curtin Law School,25
REHT3004 (v.1),Leadership and Ethical Practice in Exercise Science,School of Physiotherapy and Exercise Science,25
NURS5041 (v.1),Leadership for the Clinical Context,"School of Nursing, Midwifery and Paramedicine",25
MGMT5015 (v.1),Leadership in a Dynamic Global Environment,School of Management,25
INDS0001 (v.1),Leadership in Community and Organisations,Centre for Aboriginal Studies,25
OCCT3005 (v.1),Leadership in Community Occupational Therapy Practice,"School of Occ Therapy, Social Work and Speech Path",25
EDEC3020 (v.1),Leadership in Early Childhood Education,School of Education,25
PUBH6008 (v.1),Leadership in Health Care,School of Public Health,25
INCD3011 (v.1),Leadership in Indigenous Australian Contexts,Centre for Aboriginal Studies,25
INDH3006 (v.1),Leadership in Mental Health Management and Policy Development,Centre for Aboriginal Studies,25
PUBH6034 (v.1),Leadership in Public Health,School of Public Health,25
SUST5004 (v.1),Leadership in Sustainability,School of Design and the Built Environment,25
MGMT6028 (v.1),Leading and Facilitating Teams,School of Management,25
LEAD3000 (v.1),Leading Social Change,Community Life Operations,25
EDUC2005 (v.1),"Learning Theories, Diversity and Differentiation",School of Education,25
HIST1000 (v.1),Legacies of Empire,"School of Media, Creative Arts and Social Inquiry",25
LAWS3005 (v.2),Legal Clinic,Curtin Law School,25
LAWS1005 (v.1),Legal Foundations,Curtin Law School,25
ELEN4004 (v.1),Legal Framework and Sustainability in Electrical Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
LAWS5001 (v.1),Legal Framework for Managers,Curtin Law School,25
LAWS2011 (v.2),Legal Internship,Curtin Law School,25
MGMT6032 (v.1),Legal Issues in Human Resources,Curtin Law School,25
LAWS5012 (v.1),Legal Practice Capstone,Curtin Law School,25
LAWS1006 (v.1),Legal Research and Writing,Curtin Law School,25
LAWS6002 (v.1),Legal Research Methods,Curtin Law School,25
LAWS5014 (v.1),Legal Workplace Clinical Experience,Curtin Law School,25
LAWS5007 (v.2),Legal Workplace Experience,Curtin Law School,25
INFO1003 (v.1),Librarianship Concepts and Practice,"School of Media, Creative Arts and Social Inquiry",25
MATH3006 (v.1),Life Contingencies 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH5009 (v.1),Life Contingencies 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH5010 (v.1),Life Contingencies 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH3007 (v.1),Life Contingencies 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PRRE6005 (v.1),Life Cycle Management,School of Civil and Mechanical Engineering,25
AGRI5007 (v.1),Life Sciences Research Design,School of Molecular and Life Sciences (MLS),50
AGRI5008 (v.1),Life Sciences Research Dissertation,School of Molecular and Life Sciences (MLS),50
GMED3005 (v.1),Lifespan Health Science,School of Physiotherapy and Exercise Science,25
MATH1015 (v.1),Linear Algebra 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH2010 (v.2),Linear Algebra 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH1019 (v.1),Linear Algebra and Statistics for Engineers,Faculty of Science and Engineering,25
MCEN6019 (v.1),Linear Systems and Control,School of Civil and Mechanical Engineering,25
MCEN3006 (v.1),Linear Systems and Control,School of Civil and Mechanical Engineering,25
EDSC5021 (v.1),Literacy and Numeracy across the Curriculum,School of Education,25
EDSC1009 (v.1),Literacy and Numeracy Across the Curriculum,School of Education,25
EDUC4044 (v.1) Literacy and Numeracy for Aboriginal and Torres Strait Islander (ATSI) Learners,Literacy and Numeracy for Aboriginal and Torres Strait Islander (ATSI) Learners,School of Education,25
GMED5003 (v.1),Living with Diabetes,"School of Nursing, Midwifery and Paramedicine",25
MATH1012 (v.1),Load Calculations and Utility Management,Curtin Malaysia,12
URDE2000 (v.1),Local Planning,School of Design and the Built Environment,25
URDE5001 (v.1),Local Planning,School of Design and the Built Environment,25
MATH5007 (v.1),Logistics Analytics,School of Management,25
INDE3001 (v.1),Logistics and Supply Chain Optimisation,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INDE6003 (v.1),Logistics and Supply Chain Optimisation,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INDE2001 (v.1),Logistics Modelling and Optimisation,"School of Elec Eng, Comp and Math Sci (EECMS)",25
JOUR5004 (v.2),Long Form Journalism,"School of Media, Creative Arts and Social Inquiry",25
PHTY5003 (v.1),Long Term Physiotherapy Clinics,School of Physiotherapy and Exercise Science,25
COUN6005 (v.1),Loss and Grief,School of Psychology,25
BLDG1000 (v.2),Low Rise Construction,School of Design and the Built Environment,25
MKTG6013 (v.1),Luxury Capstone Project,School of Marketing,50
MCEN3001 (v.1),Machine Design,School of Civil and Mechanical Engineering,25
MCEN2003 (v.1),Machine Dynamics,School of Civil and Mechanical Engineering,25
MCEN5001 (v.1),Machine Dynamics,School of Civil and Mechanical Engineering,25
COMP3010 (v.1),Machine Learning,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP3007 (v.1),Machine Perception,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MCEN6003 (v.1),Machinery Vibration Analysis,School of Civil and Mechanical Engineering,25
ECON5002 (v.1),Macroeconomic Fundamentals,School of Economics and Finance,25
ECON2001 (v.1),Macroeconomic Principles,School of Economics and Finance,25
ECON3004 (v.1),Macroeconomic Theory,School of Economics and Finance,25
MINE1000 (v.1),"Maintenance, Monitoring and Well Management",Curtin Malaysia,25
SPRO3007 (v.1),Major Project Pre-production,"School of Media, Creative Arts and Social Inquiry",25
SPRO3010 (v.1),Major Project Production,"School of Media, Creative Arts and Social Inquiry",25
COMS5000 (v.1),Making Meanings,"School of Media, Creative Arts and Social Inquiry",25
COMS1005 (v.1),Making Meanings,"School of Media, Creative Arts and Social Inquiry",25
HIST3000 (v.2),Making Nations,"School of Media, Creative Arts and Social Inquiry",25
SPPA6009 (v.1),Management and Coaching in Speech Pathology,"School of Occ Therapy, Social Work and Speech Path",25
PHAR4008 (v.1),Management and Leadership in Pharmacy,School of Pharmacy and Biomedical Sciences,25
MGMT5007 (v.1),Management and Organisational Behaviour,School of Management,25
SPPA3006 (v.1),Management in Allied Health Practice,"School of Occ Therapy, Social Work and Speech Path",25
SPPA5010 (v.1),Management of Child Language Disorders,"School of Occ Therapy, Social Work and Speech Path",25
AGRI5004 (v.1),Management of Food Waste and Loss,School of Molecular and Life Sciences (MLS),25
INFO3010 (v.1),Management of Information Services,"School of Media, Creative Arts and Social Inquiry",25
INFO5022 (v.1),Management of Information Services,"School of Media, Creative Arts and Social Inquiry",25
MGMT3007 (v.1),Management of Innovation,School of Management,25
GMED6008 (v.1),Management of Pain Disorders,School of Physiotherapy and Exercise Science,12
GMED3007 (v.1),Management of Pain Disorders,School of Physiotherapy and Exercise Science,12
MGMT5023 (v.1),Managerial Effectiveness,School of Management,25
MGMT3002 (v.1),Managing Change,School of Management,25
MGMT6011 (v.1),Managing Multinational Enterprises,School of Management,25
MGMT3011 (v.1),Managing Operations,School of Management,25
MKTG2006 (v.2),Managing Social Media Platforms,School of Marketing,25
EDSC5022 (v.1),Managing the Learning Environment,School of Education,25
EDSC1011 (v.1),Managing the Learning Environment,School of Education,25
TOUR3000 (v.1),Managing Tourism Destinations,School of Marketing,25
MXEN3001 (v.1),Manufacturing for Mechatronics,School of Civil and Mechanical Engineering,25
MCEN2004 (v.1),Manufacturing Processes,School of Civil and Mechanical Engineering,25
ADVT3000 (v.2),MarCom Campaign Development,School of Marketing,25
ZOOL2001 (v.1),Marine Biodiversity,School of Molecular and Life Sciences (MLS),25
MARI2000 (v.1),Marine Ecology,School of Molecular and Life Sciences (MLS),25
MKTG2002 (v.2),Marketing Across Borders,School of Marketing,25
MKTG6003 (v.1),Marketing and Sustainability,School of Marketing,25
MKTG5009 (v.1),Marketing for Managers,School of Marketing,25
MKTG2003 (v.3),"Marketing for Tourism, Hospitality and Events",School of Marketing,25
MKTG5006 (v.2),Marketing Intelligence and Analytics,School of Marketing,25
MKTG4002 (v.1),Marketing Intelligence and Analytics for Honours,School of Marketing,25
MKTG5000 (v.1),Marketing of Services,School of Marketing,25
MKTG6009 (v.1),Marketing Philosophy and Paradigms,School of Marketing,25
MKTG6008 (v.1),Marketing Project 1,School of Marketing,50
MKTG6002 (v.1),Marketing Project 2,School of Marketing,25
MKTG2005 (v.1),Marketing Research,School of Marketing,25
BLAW1002 (v.1),Markets and Legal Frameworks,Curtin Law School,25
CHEN5020 (v.1),Mass and Energy Balances,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5005 (v.1),Mass Transfer Operations,"WASM: Minerals, Energy and Chemical Engineering",25
ACCT6000 (v.1),Master Thesis - Accounting,School of Accounting,NA
AGRI6000 (v.1),Master Thesis - Agribusiness,School of Molecular and Life Sciences (MLS),NA
ARCH6000 (v.1),Master Thesis - Architecture and Interior Architecture,School of Design and the Built Environment,NA
BCCB6000 (v.1),Master Thesis - Biomedical Sciences,School of Pharmacy and Biomedical Sciences,NA
BLDG6000 (v.1),Master Thesis - Built Environment,School of Design and the Built Environment,NA
CHEN6000 (v.1),Master Thesis - Chemical Engineering,"WASM: Minerals, Energy and Chemical Engineering",NA
CHEM6000 (v.1),Master Thesis - Chemistry,School of Molecular and Life Sciences (MLS),NA
CVEN6000 (v.1),Master Thesis - Civil Engineering,School of Civil and Mechanical Engineering,NA
COMP6000 (v.1),Master Thesis - Computing,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
BLDG6001 (v.1),Master Thesis - Construction Management,School of Design and the Built Environment,NA
ENGR6002 (v.1),Master Thesis - Corporate Sustainability,School of Civil and Mechanical Engineering,NA
ECON6000 (v.1),Master Thesis - Economics,School of Economics and Finance,NA
ECON6001 (v.1),Master Thesis - Economics and Finance,School of Economics and Finance,NA
EDUC6000 (v.1),Master Thesis - Education,School of Education,NA
CMPE6000 (v.1),Master Thesis - Electrical and Computer Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
ENST6000 (v.2),Master Thesis - Environment and Agriculture,School of Molecular and Life Sciences (MLS),NA
HUMV6000 (v.1),"Master Thesis - Exercise, Sports and Rehabilitation Science",School of Physiotherapy and Exercise Science,NA
GEOP6000 (v.1),Master Thesis - Exploration Geophysics,"WASM: Minerals, Energy and Chemical Engineering",NA
FNCE6000 (v.1),Master Thesis - Finance,School of Economics and Finance,NA
FISH6000 (v.1),Master Thesis - Fisheries Sciences,School of Molecular and Life Sciences (MLS),NA
GEOL6000 (v.1),Master Thesis - Geology,School of Earth and Planetary Sciences (EPS),NA
HEAL6000 (v.1),Master Thesis - Health Sciences,Faculty of Health Sciences,NA
REHT6000 (v.1),Master Thesis - Human Communication Science,"School of Occ Therapy, Social Work and Speech Path",NA
HUMN6000 (v.1),Master Thesis - Humanities,Faculty of Humanities,NA
INDS6000 (v.1),Master Thesis - Indigenous Australian Studies,Centre for Aboriginal Studies,NA
ISYS6000 (v.1),Master Thesis - Information Systems,School of Management,NA
LAWS6001 (v.1),Master Thesis - Law,Curtin Law School,NA
MGMT6001 (v.1),Master Thesis - Management,School of Management,NA
MKTG6000 (v.1),Master Thesis - Marketing,School of Marketing,NA
MATH6000 (v.1),Master Thesis - Mathematics and Statistics Research,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
MCEN6000 (v.1),Master Thesis - Mechanical Engineering,School of Civil and Mechanical Engineering,NA
MEDA6000 (v.1),"Master Thesis - Media, Culture and Creative Arts","School of Media, Creative Arts and Social Inquiry",NA
MIRA6000 (v.2),Master Thesis - Medical Radiation Science,School of Molecular and Life Sciences (MLS),NA
GMED6010 (v.1),Master Thesis - Medicine,Curtin Medical School,NA
ECON6002 (v.1),Master Thesis - Mineral Economics,"WASM: Minerals, Energy and Chemical Engineering",NA
MINE6000 (v.1),Master Thesis - Mining and Metallurgical Engineering,"WASM: Minerals, Energy and Chemical Engineering",NA
NURS6000 (v.1),Master Thesis - Nursing and Midwifery,"School of Nursing, Midwifery and Paramedicine",NA
OCCT6000 (v.1),Master Thesis - Occupational Therapy,"School of Occ Therapy, Social Work and Speech Path",NA
PEEN6000 (v.1),Master Thesis - Petroleum Engineering,"WASM: Minerals, Energy and Chemical Engineering",NA
PHAR6000 (v.1),Master Thesis - Pharmacy,School of Pharmacy and Biomedical Sciences,NA
PHYS6000 (v.1),Master Thesis - Physics,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
PHTY6000 (v.1),Master Thesis - Physiotherapy,School of Physiotherapy and Exercise Science,NA
PSYC6000 (v.1),Master Thesis - Psychology,School of Psychology,NA
PUBH6000 (v.1),Master Thesis - Public Health,School of Public Health,NA
PUBP6000 (v.1),Master Thesis - Public Policy,School of Management,NA
NPSC6001 (v.1),Master Thesis - Science and Mathematics Education,School of Education,NA
SCWK6000 (v.1),Master Thesis - Social Work,"School of Occ Therapy, Social Work and Speech Path",NA
SPAT6000 (v.1),Master Thesis - Spatial Sciences,School of Earth and Planetary Sciences (EPS),NA
MGMT6000 (v.1),Masters Thesis - Graduate Business,School of Management,NA
HEAL6001 (v.2),Masters Thesis - International Health,School of Public Health,NA
CHEM2001 (v.1),Materials Chemistry,School of Molecular and Life Sciences (MLS),25
EDUC5021 (v.1),Materials Design and Assessment,School of Education,25
MCEN4002 (v.1),Materials Engineering,School of Civil and Mechanical Engineering,25
MCEN6009 (v.1),Materials Engineering,School of Civil and Mechanical Engineering,25
INAR2002 (v.1),Materials in Interior Architecture,School of Design and the Built Environment,12
MEDS6020 (v.2),Maternal and Child Health in Developing Countries,School of Public Health,25
MIDW6003 (v.1),Maternity High Dependency,"School of Nursing, Midwifery and Paramedicine",25
MATH2015 (v.1),Mathematical Computing,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH0008 (v.1),Mathematical Foundations,Curtin Dubai,25
MATH0010 (v.1),Mathematical Foundations III,Curtin Dubai,25
MATH3000 (v.1),Mathematical Methods,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH1006 (v.1),Mathematical Modelling,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ECON5004 (v.1),Mathematical Modelling in Business,School of Economics and Finance,25
MATH4000 (v.1),Mathematical Sciences Honours Dissertation,"School of Elec Eng, Comp and Math Sci (EECMS)",100
STAT2001 (v.1),Mathematical Statistics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT5008 (v.1),Mathematical Statistics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH2007 (v.1),Mathematics and Probability Theory,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH0003 (v.2),Mathematics Basics,UniReady,25
EDEC3022 (v.1),Mathematics during the First Five Years of Life,School of Education,25
MATH0014 (v.1),Mathematics for Science,UniReady,25
MATH1022 (v.1),Mathematics for Science,School of Molecular and Life Sciences (MLS),25
EDEC2025 (v.1),Mathematics for the Early Years,School of Education,25
MATH5001 (v.1),Mathematics Masters Project 1,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH5003 (v.1),Mathematics Masters Project 2,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH6001 (v.1),Mathematics Masters Project 3,"School of Elec Eng, Comp and Math Sci (EECMS)",50
EDPR4000 (v.3),Mathematics Pedagogies and Integrated Curriculum,School of Education,25
MATH5002 (v.1),Mathematics Topics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
SPAT3000 (v.1),Measurement and Adjustment Analysis,School of Earth and Planetary Sciences (EPS),25
MCEN6011 (v.1),Measurement Science and Technology,School of Civil and Mechanical Engineering,25
MCEN4014 (v.1),Measurement Science and Technology,School of Civil and Mechanical Engineering,25
MCEN6001 (v.1),Mechanical Engineering Masters Project 1,School of Civil and Mechanical Engineering,25
MCEN6002 (v.1),Mechanical Engineering Masters Project 2,School of Civil and Mechanical Engineering,25
MCEN4005 (v.1),Mechanical Engineering Research Project 1,School of Civil and Mechanical Engineering,25
MCEN4006 (v.1),Mechanical Engineering Research Project 2,School of Civil and Mechanical Engineering,25
MCEN4007 (v.1),Mechanical Engineering Research Project 2A,School of Civil and Mechanical Engineering,37
MINE5014 (v.1),Mechanics of Solids,"WASM: Minerals, Energy and Chemical Engineering",25
MINE2002 (v.1),Mechanics of Solids,"WASM: Minerals, Energy and Chemical Engineering",25
ENGR6011 (v.1),Mechanics of Solids and Numerical Methods,School of Civil and Mechanical Engineering,25
MXEN4000 (v.1),Mechatronic Engineering Research Project 1,School of Civil and Mechanical Engineering,25
MXEN4004 (v.1),Mechatronic Engineering Research Project 2A,School of Civil and Mechanical Engineering,25
MXEN4001 (v.1),Mechatronic Systems Design,School of Civil and Mechanical Engineering,25
MXEN3002 (v.1),Mechatronics Automation Project,School of Civil and Mechanical Engineering,25
MXEN3000 (v.1),Mechatronics Design Project,School of Civil and Mechanical Engineering,25
MXEN2002 (v.1),Mechatronics Microcontroller Project,School of Civil and Mechanical Engineering,12
MXEN2000 (v.1),Mechatronics Modelling Project,School of Civil and Mechanical Engineering,25
MEDA2000 (v.1),Media and Indigenous Australian Issues,Centre for Aboriginal Studies,25
JOUR5000 (v.2),Media Law and Ethics,"School of Media, Creative Arts and Social Inquiry",25
JOUR2005 (v.2),Media Law and Ethics,"School of Media, Creative Arts and Social Inquiry",25
ADVT2001 (v.1),Media Planning,School of Marketing,25
HUMB1004 (v.1),Medical Anatomy,School of Pharmacy and Biomedical Sciences,25
GMED3006 (v.1),Medical Cardiopulmonary Science,School of Physiotherapy and Exercise Science,12
GMED6007 (v.1),Medical Cardiopulmonary Science Fundamentals,School of Physiotherapy and Exercise Science,12
MIRA1001 (v.1),Medical Imaging Practice 1,School of Molecular and Life Sciences (MLS),25
MIRA2004 (v.1),Medical Imaging Practice 2,School of Molecular and Life Sciences (MLS),25
MIRA2005 (v.1),Medical Imaging Practice 3,School of Molecular and Life Sciences (MLS),25
MIRA3004 (v.1),Medical Imaging Practice 4,School of Molecular and Life Sciences (MLS),25
MIRA6002 (v.1),Medical Imaging Science Project or Practicum,School of Molecular and Life Sciences (MLS),50
MIRA6001 (v.1),Medical Imaging Science Project Proposal,School of Molecular and Life Sciences (MLS),25
MEDS6012 (v.1),Medical Molecular Genetics,School of Pharmacy and Biomedical Sciences,25
MEDS6022 (v.1),Medical Nutrition Therapy,School of Public Health,25
MIRA2007 (v.1),Medical Radiation Instrumentation 1,School of Molecular and Life Sciences (MLS),25
MIRA2015 (v.1),Medical Radiation Instrumentation 2,School of Molecular and Life Sciences (MLS),25
MIRA3005 (v.2),Medical Radiation Instrumentation 3,School of Molecular and Life Sciences (MLS),25
HUMB2009 (v.2),Medical Radiation Pathology 1,School of Molecular and Life Sciences (MLS),25
MIRA3006 (v.2),Medical Radiation Pathology 2,School of Molecular and Life Sciences (MLS),25
MIRA4010 (v.2),Medical Radiation Research Project 1,School of Molecular and Life Sciences (MLS),50
MIRA4007 (v.2),Medical Radiation Research Project 2,School of Molecular and Life Sciences (MLS),50
MIRA4015 (v.1),Medical Radiation Science Research Methodologies,School of Molecular and Life Sciences (MLS),25
HUMB2008 (v.2),Medical Radiation Sectional Anatomy,School of Molecular and Life Sciences (MLS),25
MIRA4016 (v.1),Medical Radiation Special Topics 1,School of Molecular and Life Sciences (MLS),50
MIRA4017 (v.1),Medical Radiation Special Topics 2,School of Molecular and Life Sciences (MLS),50
MIRA4002 (v.2),Medical Radiation Specialisation 1,School of Molecular and Life Sciences (MLS),25
MIRA4003 (v.2),Medical Radiation Specialisation 2,School of Molecular and Life Sciences (MLS),25
CHEM2003 (v.1),Medicinal and Natural Product Chemistry,School of Molecular and Life Sciences (MLS),25
IMED3005 (v.1),Medicinal Chemistry and Clinical Pharmacokinetics,School of Pharmacy and Biomedical Sciences,25
GMED2008 (v.1),Medicine 2,Curtin Medical School,200
GMED2006 (v.1),Medicine 2A,Curtin Medical School,100
GMED3012 (v.1),Medicine 3,Curtin Medical School,200
GMED3010 (v.1),Medicine 3A,Curtin Medical School,100
GMED4002 (v.1),Medicine 4,Curtin Medical School,200
GMED4003 (v.1),Medicine 5,Curtin Medical School,200
INDH2007 (v.1),Mental Health Law and Ethics,Centre for Aboriginal Studies,25
NURS5013 (v.1),Mental Health Nursing Professional Practice,"School of Nursing, Midwifery and Paramedicine",25
MENT6000 (v.1),Mental Health Project Preparation,"School of Nursing, Midwifery and Paramedicine",25
CMHL5000 (v.1),Mental Health Recovery,"School of Occ Therapy, Social Work and Speech Path",25
