code,title,level,campus
MSAPMSUP201A,Receive or despatch goods,TAFE (Vocational),Industry or Sunshine
MSAPMSUP400A,Develop and monitor quality systems,TAFE (Vocational),Industry or Sunshine
MSFFF2001,Use furniture finishing sector hand and power tools,TAFE (Vocational),Sunshine
MSFFF2002,Dismantle and reassemble furniture,TAFE (Vocational),Sunshine
MSFFF2003,Remove surface coatings,TAFE (Vocational),Sunshine
MSFFF2004,Prepare surfaces for finishing,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFF2005,Maintain spray equipment and booth,TAFE (Vocational),Sunshine
MSFFF2006,Apply surface coatings by spray gun,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFF2007,"Apply stains, fillers and bleach",TAFE (Vocational),Sunshine
MSFFF2008,Apply surface coatings by hand,TAFE (Vocational),Sunshine
MSFFF3001,Match and make up colours,TAFE (Vocational),Sunshine
MSFFM2001,Use furniture making sector hand and power tools,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSFFM2002,Assemble furnishing components,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSFFM2003,Select and apply hardware,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSFFM2004,Apply sheet laminates by hand,TAFE (Vocational),Industry or Sunshine
MSFFM2005,Join solid timber,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM2006,Hand make timber joints,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSFFM2007,Follow plans to assemble production furniture,TAFE (Vocational),Industry or Sunshine
MSFFM2010,Set up and operate basic static machines,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Other"
MSFFM2011,Apply manufactured board conversion techniques,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM2012,"Set up, operate and maintain pressure and clamping machines",TAFE (Vocational),Industry or Sunshine
MSFFM3002,Construct furniture using leg and rail method,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3003,Produce angled and curved furniture using manufactured board,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3004,Produce angled and curved furniture using solid timber,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3005,Fabricate custom furniture,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3006,Install furnishing products,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3007,Prepare and apply decorative surfaces for furniture,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3008,Select timbers for furniture production,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3009,Produce manual and computer-aided production drawings,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3010,Prepare cutting list from plans and job specifications,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3011,Measure and draw site layout for manufactured furniture products,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3012,"Set up, operate and maintain sawing machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3013,"Set up, operate and maintain drilling machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3014,"Set up, operate and maintain joining machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3015,"Set up, operate and maintain planing and finishing machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3017,"Set up, operate and maintain routing and shaping machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3018,"Set up, operate and maintain mechanical wood-turning lathes",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3019,"Set up, operate and maintain automated edge banding machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3021,"Set up, operate and maintain computer numerically controlled (CNC) sizing machines",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3022,"Set up, operate and maintain computer numerically controlled (CNC) machining and processing centres",TAFE (Vocational),"Industry, Sunshine or Other"
MSFFM3024,Construct jigs and fixtures,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFT4001,Coordinate on-site installation of furnishing products,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFT4008,Interpret and use workplace information,TAFE (Vocational),"Industry, Sunshine or Other"
MSFFT4009,Match furnishing style and materials to customer requirements,TAFE (Vocational),"Industry, Sunshine or Other"
MSFGN2001,Make measurements and calculations,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSFGN3001,Read and interpret work documents,TAFE (Vocational),"Industry, Sunshine or Other"
MSFGN3002,Estimate and cost job,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB2001,Prepare for cabinet installation,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB2002,Provide assistance in cabinet installation,TAFE (Vocational),Industry or Sunshine
MSFKB3001,Identify processes in kitchen and bathroom projects,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB3002,Determine requirements for installation of cabinets,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB3003,Check and measure fit of cabinets,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB3004,Conduct on-site adjustments to cabinets and components,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB3005,Fabricate cabinets for the built-in environment,TAFE (Vocational),"Industry, Sunshine or Other"
MSFKB3006,Install fitted cabinets and components,TAFE (Vocational),"Industry, Sunshine or Other"
MSMENV272,Participate in environmentally sustainable work practices,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSMSUP102,Communicate in the workplace,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSMSUP106,Work in a team,TAFE (Vocational),"Industry, Sunshine, Werribee or Other"
MSMSUP240,Undertake minor maintenance,TAFE (Vocational),Industry or Sunshine
MSMSUP273,Handle goods,TAFE (Vocational),Industry or Sunshine
MSMSUP390,Use structured problem-solving tools,TAFE (Vocational),"Industry, Sunshine or Other"
MSMWHS100,Follow WHS procedures,TAFE (Vocational),Sunshine
MSMWHS200,Work safely,TAFE (Vocational),"Industry, Sunshine or Other"
MSMWHS216,Operate breathing apparatus,TAFE (Vocational),"Industry, Sunshine or Werribee"
MSS402001,Apply competitive manufacturing practices,TAFE (Vocational),Industry or Sunshine
MSS402051,Apply quality standards,TAFE (Vocational),"Industry, Sunshine or Other"
MTMPS5603B,"Develop, manage and maintain quality systems",TAFE (Vocational),Industry or Sunshine
HFB3226,Major Incidents,Bachelor,Online or St Albans
SPE2001,Major and Minor Games,Bachelor,Footscray Park
ESP2001,Making the Conditions for Learning: Ethical and Reflexive Practice,Bachelor,Footscray Park
ASS2009,Making Modern Identities,Bachelor,Footscray Park
AAH3003,Making the Modern Middle East,Bachelor,Footscray Park
WDB1007,Management,Bachelor,City Flinders
BAO2204,Management Accounting,Bachelor,"City Flinders, Footscray Park or VU Sydney"
BCO6653,Management of Information Technology,Postgraduate,City Flinders or VU Sydney
BMAMAI,Management and Innovation,Bachelor,Footscray Park
BMIMAI,Management and Innovation,Bachelor,City Flinders or Footscray Park
ASA2033,Management in Non-Government Organisations,Bachelor,Footscray Park
ASA5024,Management in Non-Government Organisations,Postgraduate,Footscray Park
BMO1102,Management and Organisation Behaviour,Bachelor,"City Flinders, Footscray Park or VU Sydney"
VBE1004,Management and Organisation Behaviour,Bachelor,City Flinders or VU Sydney
AEB3172,"Management, Advocacy and Leadership",Bachelor,Footscray Park or St Albans
VHH1007,"Management, Human Resources and Organisational Behaviour",Bachelor,Footscray Nicholson
BAO5522,Managerial Accounting,Postgraduate,City Flinders or VU Sydney
BMO7003,Managing Change and Complexity,Postgraduate,City Flinders
BMO6622,Managing Innovation and Entrepreneurship,Postgraduate,City Flinders or Victoria University Online
LML6008,Managing a Migration Agent business,Postgraduate,"City Queen, Online or Other"
BMO3332,Managing Organisational Change,Bachelor,Footscray Park
BHO3499,Managing Sustainable Destinations,Bachelor,Footscray Park
BMO5567,Managing Workplace Conflict,Postgraduate,City Flinders
NEM3201,Manufacturing Materials,Bachelor,Footscray Park
RBF3110,Marine & Freshwater Ecology,Bachelor,Footscray Park
BMAMRK,Marketing,Bachelor,Footscray Park or VU Sydney
BMIMRK,Marketing,Bachelor,"City Flinders, Footscray Park or VU Sydney"
WDB1006,Marketing,Bachelor,City Flinders
VHH1006,Marketing and Business Communications,Bachelor,Footscray Nicholson
BHO5503,Marketing Communication,Postgraduate,City Flinders or VU Sydney
BHO6505,Marketing Management,Postgraduate,"City Flinders, Victoria University Online or VU Sydney"
BHO3435,Marketing Planning and Strategy,Bachelor,Footscray Park or VU Sydney
BHO2285,Marketing Research,Bachelor,Footscray Park or VU Sydney
BHO3439,Marketing Services and Experiences,Bachelor,Footscray Park or VU Sydney
BHO5525,Marketing Strategy,Postgraduate,City Flinders or VU Sydney
ECE2006,Materiality in Early Childhood: Visual and Creative Arts,Bachelor,Footscray Park or St Albans
EMASMT,Mathematics (Ed Studies),Bachelor,Footscray Park
EMIMTH,Mathematics (Education Minor),Bachelor,Footscray Park
EMAMTH,Mathematics (Education),Bachelor,Footscray Park
VQB5781,Mathematics for Fire Safety Engineers,Postgraduate,City Flinders
AEB4169,Mathematics and Numeracy in Primary,Bachelor,Footscray Park or St Albans
HHH1001,Mathematics and Statistics for Biomedicine,Bachelor,Footscray Park or St Albans
NMIMST,Mathematics/Statistics,Bachelor,Footscray Park
NBC1101,Maths for Builders,Bachelor,Footscray Park
NBC1113,Measurement and Estimating,Bachelor,Footscray Park
NEM2101,Mechanical Engineering Design,Bachelor,Footscray Park
NEM4101,Mechanical Vibrations,Bachelor,Footscray Park
VQB5791,Mechanics of Thermo-Fluids and Solids for Fire Safety Engineers,Postgraduate,City Flinders
AMIMED,Media Studies,Bachelor,Footscray Park
EMASMD,Media Studies (Ed Studies),Bachelor,Footscray Park
EMIMDA,Media Studies (Education Minor),Bachelor,Footscray Park
EMAMDA,Media Studies (Education),Bachelor,Footscray Park
ACC2002,"Media, Culture and Society",Bachelor,Footscray Park
RBM2560,Medical Biochemistry,Bachelor,Footscray Park or St Albans
HMB8900,Medical and Biological Sciences (Full-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
HMB8901,Medical and Biological Sciences (Part-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
HBM2105,Medical Microbiology and Immunity,Bachelor,St Albans
HNB3224,Mental Health and Illness,Bachelor,Online
HNO6008,Mental Health Nursing,Postgraduate,Victoria University Online
HNB3227,Mental Health and Nursing,Bachelor,St Albans
LCR3003,Mental Illness and Law,Bachelor,City Queen
BEO2264,Microeconomic Analysis,Bachelor,City Flinders or Footscray Park
HMB3114,Midwifery Practice 5,Bachelor,St Albans
HMB3218,Midwifery Practice 6,Bachelor,St Albans
HMB3219,Midwifery Practice 7:  Consolidation,Bachelor,St Albans
HMB2202,Midwifery Professional Practice 1,Bachelor,St Albans
HMB3102,Midwifery Professional Practice 2,Bachelor,St Albans
HMB4102,Midwifery Professional Practice 3,Bachelor,St Albans
HMB4201,Midwifery Professional Practice 4,Bachelor,St Albans
HMG7320,Migration and Health,Postgraduate,St Albans
LML6006,Migration Review Mechanisms,Postgraduate,"City Queen, Online or Other"
ASA5012,"Migration, Culture and Identity",Postgraduate,Footscray Park
ASS3050,"Migration, Mobility and Globalisation",Bachelor,Footscray Park
LML7901,Minor Research Thesis,Postgraduate,City Queen
HMG7430,Minor Thesis,Postgraduate,St Albans
SFS7017,Minor Thesis,Postgraduate,Footscray Park
AHE5901,Minor Thesis (Full-Time),Postgraduate,Footscray Park or Other
AED6001,Minor Thesis (Full-Time),Postgraduate,Footscray Park
APT6013,Minor Thesis (Part A),Postgraduate,City Flinders
APT6014,Minor Thesis (Part B),Postgraduate,City Flinders
AHE5902,Minor Thesis (Part-Time),Postgraduate,Footscray Park or Other
EED6031,Minor Thesis A (Part-Time),Postgraduate,Footscray Park
EED6032,Minor Thesis B (Part-Time),Postgraduate,Footscray Park
NIT3213,Mobile Application Development,Bachelor,Footscray Park or VU Sydney
NIT6120,Mobile Applications,Postgraduate,Footscray Park or VU Sydney
NNT6542,Mobile Network Design,Postgraduate,Footscray Park or VU Sydney
NEE4211,Mobile Networks and Communications,Bachelor,Footscray Park
ACM3013,Mobile User Experience,Bachelor,Footscray Park
RCM2713,Modelling for Decision Making,Bachelor,Footscray Park
HMAMCB,Molecular Cell Biology,Bachelor,St Albans
HMIMCB,Molecular Cell Biology,Bachelor,St Albans
SFS6005,Monitoring Load and Recovery in Football,Postgraduate,Footscray Park
ASN1003,Motion Graphics,Bachelor,Footscray Park
AHE3126,Motor Control,Bachelor,City Flinders or Footscray Park
AHE2127,Motor Learning,Bachelor,Footscray Park
SOL2003,Mountain Environments,Bachelor,Footscray Park
ECE2007,Moving with Young Children,Bachelor,Footscray Park
AMAMUS,Music,Bachelor,Footscray Park
EMASMS,Music (Ed Studies),Bachelor,Footscray Park
EMAMSC,Music (Education),Bachelor,Footscray Park
ACO3003,Music and the Mind,Bachelor,Footscray Nicholson or Footscray Park
ACO1008,Music Techniques 1,Bachelor,Footscray Nicholson
ACO2005,Music Techniques 2,Bachelor,"Footscray Nicholson, Footscray Park or Other"
ACO1014,Music Theory 1,Bachelor,Footscray Nicholson or Footscray Park
ACO2009,Music Theory 2,Bachelor,Footscray Nicholson or Other
ACO3014,Music Theory 3,Bachelor,"Footscray Nicholson, Footscray Park or Other"
ECE2008,"Music, Movement and Dramatic Arts",Bachelor,Footscray Park or St Albans
ACO3013,Musics of the World,Bachelor,Footscray Nicholson
NUM011,Numeracy Skills Foundation,TAFE (Vocational),"Footscray Nicholson, Sunshine or Other"
NUM021,Numeracy Skills Intermediate – Unit 1,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Sunshine or Werribee"
NUM031,Numeracy Skills Senior – Unit 1,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Sunshine or Werribee"
NNM7007,National Electricity Market and Regulation Principles,Postgraduate,Footscray Park
SOL1001,Natural Environments 1,Bachelor,Footscray Park
SOL2000,Natural Environments 2,Bachelor,Footscray Park
HNB3200,Neonatal Nursing,Bachelor,Online
NMIANM,Network Management,Bachelor,Footscray Park or VU Sydney
NIT2124,Network Management,Bachelor,Footscray Park or VU Sydney
NMANSC,Network and System Computing,Bachelor,Footscray Park or VU Sydney
NIT5110,Networking Systems,Postgraduate,Footscray Park or VU Sydney
NIT2222,Networking Technologies,Bachelor,Footscray Park or VU Sydney
ACP2087,News and Social Media,Bachelor,Footscray Park
EEC1109,Numeracy for Education,Bachelor,Footscray Park or Werribee
NEM2104,Numerical Modelling of Mechanical Systems,Bachelor,Footscray Park
HNB2104,Nursing and Acute Care 1,Bachelor,St Albans
HNB2205,Nursing and Acute Care 2,Bachelor,St Albans
HNB3209,Nursing and the Community,Bachelor,St Albans
HNB3141,Nursing and Complex Care,Bachelor,St Albans
HNO6006,Nursing Informatics,Postgraduate,Victoria University Online
HNO7006,Nursing Leadership and Management,Postgraduate,Victoria University Online
HNO7005,Nursing Management,Postgraduate,Victoria University Online
HNB2105,Nursing and Mental Health 1,Bachelor,St Albans
HNB2206,Nursing and Mental Health 2,Bachelor,St Albans
HNM8901,Nursing and Midwifery (Part-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
HNM8900,Nursing and Midwifery Research Thesis (Full-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
HNB2107,Nursing Professional Practice 1,Bachelor,St Albans
HNB3102,Nursing Professional Practice 2,Bachelor,St Albans
HNB3229,Mental Health,Bachelor,St Albans
HNB4201,Nursing Professional Practice 4,Bachelor,St Albans
HMG7310,Nutrition Assessment and Program Management,Postgraduate,St Albans
HHN3601,Nutrition Communication & Education,Bachelor,Footscray Park
AHE2005,Nutrition and Diet for Exercise and Physical Education,Bachelor,Footscray Park
HMG7420,Nutrition in Emergencies,Postgraduate,St Albans
HMG7130,Nutrition for Global Health,Postgraduate,St Albans
SHE1001,Nutrition and Health for Physical Education,Bachelor,Footscray Park
RBM1820,"Nutrition, Society and Communication",Bachelor,Footscray Nicholson
NIT2112,Object Oriented Programming,Bachelor,Footscray Park or VU Sydney
SCL6204,Occupational Health and Exercise Rehabilitation,Postgraduate,Footscray Park
HBD2103,Occupational Health and Safety in Dermal Practice,Bachelor,City Queen or Online
NIT3114,Online Business System Development,Bachelor,Footscray Park or VU Sydney
ASN1001,Online Screen Media,Bachelor,Footscray Park
NIT1202,Operating Systems,Bachelor,Footscray Park or VU Sydney
VIT1202,Operating Systems,Bachelor,"Footscray Nicholson, Footscray Park or VU Sydney"
BMO2181,Operations Management,Bachelor,City Flinders
BMO6508,Operations Management,Postgraduate,City Flinders
NPU2103,Organic Synthesis,Bachelor,Footscray Park
BMO6624,Organisation Change Management,Postgraduate,"City Flinders, Victoria University Online or VU Sydney"
BMO7001,Organisational Diagnosis and Change,Postgraduate,City Flinders or VU Sydney
APP1015,Organisational Skills 1,Bachelor,Footscray Park
APP2024,Organisational Skills 2,Bachelor,Footscray Park
APP3018,Organisations and Work,Bachelor,Footscray Park
EEC1102,Orientation to Education and Human Development,Bachelor,Footscray Park or Werribee
AEB3252,Orientation to Primary Schools,Bachelor,Footscray Park or St Albans
ASP2010,Origins of International Politics,Bachelor,Footscray Park
HHO5280,Osteopathic Science 10,Postgraduate,City Flinders
HHO5183,Osteopathic Science 9,Postgraduate,City Flinders
EMASOE,Outdoor Education (Ed Studies),Bachelor,Footscray Park
EMIOUT,Outdoor Education (Education Minor),Bachelor,Footscray Park
EMAOUT,Outdoor Education (Education),Bachelor,Footscray Park
SSM3002,Outdoor and Environmental Philosophy,Bachelor,Footscray Park or St Albans
SOL2008,Outdoor Environments Practicum Specialisation,Bachelor,Footscray Park
SOL2009,Outdoor Internship 1,Bachelor,Footscray Park
SOL3002,Outdoor Internship 2,Bachelor,Footscray Park
SMAOLI,Outdoor Leadership Industry Internship,Bachelor,Footscray Park
SMAOUT,Outdoor Recreation Leadership,Bachelor,Footscray Park
SMIOUT,Outdoor Recreation Leadership,Bachelor,Footscray Park
NNM6003,Overhead and Underground Power Line Design,Postgraduate,Footscray Park
HHD5188,PBL (Obstetrics/Pediatrics/Psychiatry),Postgraduate,City Flinders
HHD5287,PBL-Gerontology,Postgraduate,City Flinders
PDS011,Personal Development Skills Foundation Unit 1,TAFE (Vocational),"Footscray Nicholson, Sunshine or Other"
PDS012,Personal Development Skills Foundation Unit 2,TAFE (Vocational),"Footscray Nicholson, Sunshine or Other"
PDS021,Personal Development Skills Intermediate Unit 1,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Sunshine or Werribee"
PDS022,Personal Development Skills Intermediate Unit 2,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Sunshine or Werribee"
PDS031,Personal Development Skills Senior Unit 1,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Sunshine or Werribee"
PDS032,Personal Development Skills Senior Unit 2,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Sunshine or Werribee"
PE011,Physical Education 1,TAFE (Vocational),Footscray Nicholson
PE022,Physical Education 2,TAFE (Vocational),Footscray Nicholson
PE033,Physical Education 3,TAFE (Vocational),Footscray Nicholson
PE034,Physical Education 4,TAFE (Vocational),Footscray Nicholson
PH011,Physics 1,TAFE (Vocational),Footscray Nicholson
PH022,Physics 2,TAFE (Vocational),Footscray Nicholson
PH033,Physics 3,TAFE (Vocational),Footscray Nicholson
PH034,Physics 4,TAFE (Vocational),Footscray Nicholson
PMAOPS201B,Operate fluid flow equipment,TAFE (Vocational),Industry or Sunshine
PSPGEN046,Undertake research and analysis,TAFE (Vocational),Industry
PUAFIR207B,Operate breathing apparatus open circuit,TAFE (Vocational),"Industry, Sunshine or Werribee"
PUAFIR215,Prevent injury,TAFE (Vocational),"Industry, Sunshine or Werribee"
PUAFIR316,"Identify, detect and monitor hazardous materials at an incident",TAFE (Vocational),"Industry, Sunshine or Werribee"
PUASAR022A,Participate in a rescue operation,TAFE (Vocational),"Industry, Sunshine or Werribee"
PUASAR025A,Undertake confined space rescue,TAFE (Vocational),"Industry, Sunshine or Werribee"
PUATEA001B,Work in a team,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
PUAWER004B,Respond to workplace emergencies,TAFE (Vocational),"Industry, Sunshine or Werribee"
PUAWER005B,Operate as part of an emergency control organisation,TAFE (Vocational),"Industry, Sunshine or Werribee"
PUAWER008B,Confine small workplace emergencies,TAFE (Vocational),"Industry, Sunshine or Werribee"
PY011,Psychology 1,TAFE (Vocational),Footscray Nicholson
PY022,Psychology 2,TAFE (Vocational),Footscray Nicholson
PY033,Psychology 3,TAFE (Vocational),Footscray Nicholson
PY034,Psychology 4,TAFE (Vocational),Footscray Nicholson
HNB3218,Paediatric Nursing,Bachelor,Online
HNO7008,Palliation in Community Settings,Postgraduate,Victoria University Online
HNO7009,Palliation for End of Life Care,Postgraduate,Victoria University Online
HSPPAL,Palliative Care,Postgraduate,Victoria University Online
HNO7010,Palliative Care in Practice,Postgraduate,Victoria University Online
HFB1112,Paramedic Clinical Practice 1,Bachelor,St Albans
HFB1213,Paramedic Clinical Practice 2,Bachelor,St Albans
HFB3134,Paramedic Clinical Practice 5,Bachelor,St Albans
HFB3234,Extended Practice,Bachelor,St Albans
HFB2121,Paramedic Clinical Science 1 (Medical Emergencies 1),Bachelor,St Albans
HFB2232,Paramedic Clinical Science 2 (Trauma),Bachelor,St Albans
HFB2233,Paramedic Clinical Science 3 (Medical Emergencies 2),Bachelor,St Albans
HFB3130,Paramedic Clinical Science 4 (Mental Health and Mental Illness),Bachelor,St Albans
HFB3135,Paramedic Clinical Science 5 (Special Populations),Bachelor,St Albans
HFB3202,Paramedic Health and Wellbeing,Bachelor,St Albans
RBM2101,Pathophysiology & Quality Use of Medicines 1,Bachelor,St Albans
RBM2202,Pathophysiology & Quality Use of Medicines 2,Bachelor,St Albans
RBM2530,Pathophysiology 1,Bachelor,Footscray Park
RBM2540,Pathophysiology 2,Bachelor,Footscray Park
HBS2003,Patient and Health System 1,Bachelor,City Flinders
HBS3004,Patient and Health System 2,Bachelor,City Flinders
HBS3501,"Patient, Practitioner and Health System 5",Bachelor,City Flinders
HBS3601,"Patient, Practitioner and Health System 6",Bachelor,City Flinders
HMH7101,"Patient, Practitioner and Health System 7",Postgraduate,City Flinders
HMH7201,"Patient, Practitioner and Health System 8",Postgraduate,City Flinders
HMH7301,"Patient, Practitioner and Health System 9",Postgraduate,City Flinders
SFS7016,Performance Analysis in Football,Postgraduate,Footscray Park
NBC2109,Performance Based Solutions for Building,Bachelor,Footscray Park
VQB5642,Performance Codes Methodology and Structure,Postgraduate,City Flinders
BMO6625,Performance Management and Rewards,Postgraduate,City Flinders or Victoria University Online
HNB3219,Perioperative Nursing,Bachelor,Online
BAO3000,Personal Financial Planning,Bachelor,City Flinders or Footscray Park
EEC1101,Personal and Professional Learning,Bachelor,Footscray Park or Werribee
SCL1001,Personal Training,Bachelor,Footscray Park
SPE3005,Perspectives On Physical Education,Bachelor,Footscray Park
NPU3101,Pharmaceutical Regulatory Processes,Bachelor,Footscray Park or Werribee
RBM3800,Pharmacology,Bachelor,St Albans
HHM5182,Pharmacology 2,Postgraduate,City Flinders
BAO8002,Phd (Research) (Full Time),Postgraduate,City Flinders
BCP8002,Phd (Research) (Full Time),Postgraduate,City Flinders
BHO8002,Phd (Research) (Full Time),Postgraduate,City Flinders
BMO8002,Phd (Research) (Full Time),Postgraduate,City Flinders
BHO8003,Phd (Research) (Part Time),Postgraduate,City Flinders
BMO8003,Phd (Research) (Part Time),Postgraduate,City Flinders
BAO8003,Phd (Research) (Part-Time),Postgraduate,City Flinders
BCP8003,Phd (Research) (Part-Time),Postgraduate,City Flinders
BEO8002,Phd (Research)(Full Time),Postgraduate,City Flinders
BEO8003,Phd (Research)(Part Time),Postgraduate,City Flinders
BCO8002,Phd Research (Full Time),Postgraduate,City Flinders
BGP8002,Phd Research (Full Time),Postgraduate,City Flinders
BLO8002,Phd Research (Full Time),Postgraduate,City Flinders
BCO8003,Phd Research (Part Time),Postgraduate,City Flinders
BLO8003,Phd Research (Part Time),Postgraduate,City Flinders
BGP8003,Phd Research (Part-Time),Postgraduate,City Flinders
HHB3002,Phonetics and Phonology,Bachelor,Footscray Park
SMAPED,Physical Education,Bachelor,Footscray Park
SMIPEP,Physical Education (Primary),Bachelor,Footscray Park
EMASPE,Physical Education (Secondary) (Ed Studies),Bachelor,Footscray Park
EMAPES,Physical Education (Secondary) (Education),Bachelor,Footscray Park
SMAPES,Physical Education and Sport,Bachelor,Footscray Park
HFB3200,Pinnacle Venture,Bachelor,St Albans
AFX1101,"Place, Time, Experience",Bachelor,Footscray Nicholson or Footscray Park
HBD4201,Plastics: Aesthetics and Reconstructive Procedures,Bachelor,City Queen or Online
LCR1002,Policing and Offending,Bachelor,City Queen
ASP2001,Political Economy of Colonialism and Neocolonialism,Bachelor,Footscray Park
AMAPOL,Political Science,Bachelor,Footscray Park
AMIPOL,Political Science,Bachelor,Footscray Park
ASS3033,Political Sociology,Bachelor,Footscray Park
AEK2205,Politics of Aboriginal Art,Bachelor,Footscray Park
ACO2014,Popular Music History,Bachelor,"Footscray Nicholson, Footscray Park or Other"
AMIPOP,Popular Music Studies,Bachelor,Footscray Park
ASE1201,Population Health,Bachelor,St Albans
AED5030,Positive Education,Postgraduate,Footscray Nicholson or Footscray Park
EED6013,Post-Colonial and Indigenous Approaches to Learning and Teaching in the 21 Century,Postgraduate,Footscray Park
ASN2004,Post-Production,Bachelor,Footscray Park
NNM7005,Power Quality and Harmonics,Postgraduate,Footscray Park
NEE2204,Power System Supply Chain Management,Bachelor,Footscray Park
ACO1011,Practical Music 1A,Bachelor,Footscray Nicholson or Footscray Park
ACO1012,Practical Music 1B,Bachelor,Footscray Nicholson or Footscray Park
ACO2011,Practical Music 2A,Bachelor,Footscray Nicholson or Other
ACO2012,Practical Music 2B,Bachelor,Footscray Nicholson or Other
ACO3011,Practical Music 3A,Bachelor,"Footscray Nicholson, Footscray Park or Other"
ACO3012,Practical Music 3B,Bachelor,"Footscray Nicholson, Footscray Park or Other"
EEC4106,Practice in Partnership,Bachelor,Footscray Park or St Albans
ECE2001,Practice in Partnership 1,Bachelor,Footscray Park
AEB3268,Practice in Partnership 1 (ECE 3-6 Years),Bachelor,Footscray Park or St Albans
ECE2002,Practice in Partnership 2,Bachelor,Footscray Park or St Albans
AEB4268,Practice in Partnership 2 (ECE 0-6 Years),Bachelor,Footscray Park or St Albans
ECE3003,Practice in Partnership 3,Bachelor,Footscray Park
ECE3007,Practice in Partnership 4,Bachelor,Footscray Park
LML7006,Practice Ready Program,Postgraduate,City Queen or Industry
APM6014,Practicum 1,Postgraduate,Footscray Nicholson
HPP7001,Practicum 1,Postgraduate,Footscray Park
APT6001,Practicum 1,Postgraduate,City Flinders
APM6021,Practicum 2,Postgraduate,Footscray Nicholson
APM7005,Practicum 2,Postgraduate,Footscray Nicholson
APT6002,Practicum 2,Postgraduate,City Flinders
HPP7002,Practicum 2,Postgraduate,Footscray Park
APM6050,Practicum 3,Postgraduate,Footscray Nicholson
APM7007,Practicum 3,Postgraduate,Footscray Nicholson
APT6010,Practicum 3,Postgraduate,City Flinders
APT6011,Practicum 4,Postgraduate,City Flinders
LML6001,Practitioner Legal Skills for Australian Migration Law,Postgraduate,"City Queen, Online or Other"
HFB1113,Pre-Hospital Ethical and Legal Issues,Bachelor,St Albans
BCO6008,Predictive Analytics,Postgraduate,"City Flinders, Online or VU Sydney"
SOL1004,Preparing to Lead in Natural Environments,Bachelor,Footscray Park
SSC2002,"Prevention, Management and Recovery from Injury",Bachelor,Footscray Park
ETP6001,Primary Curriculum Specialisation 1,Postgraduate,Footscray Nicholson or Footscray Park
ETP6002,Primary Curriculum Specialisation 2,Postgraduate,Footscray Nicholson or Footscray Park
ETP5005,Primary Health and Physical Education,Postgraduate,Footscray Nicholson or Footscray Park
