code,title,type
LAWS77-581,"Coding, Cybersecurity & Cryptoliteracy for Lawyers",Postgraduate
LAWS77-582,Strata and Community Title,Postgraduate
LAWS77-583,Solomon Islands Law Immersion,Postgraduate
LAWS77-584,Foundations of Enterprise Law and Governance,Postgraduate
LAWS77-585,Commercial Entities Law,Postgraduate
LAWS77-586,Ethics and Enterprise Governance,Postgraduate
LAWS77-587,Commercial Law for Enterprises,Postgraduate
LAWS77-588,Enterprise Reputational Risk and Social Responsibility,Postgraduate
LAWS77-589,"Strategy, Risk and Compliance: A Legal Framework",Postgraduate
LAWS77-590,"Finance, Tax and Insolvency Law for Enterprises",Postgraduate
LAWS77-591,"IT Law, Privacy and Cyber-Security",Postgraduate
LAWS77-603,External Mooting and Competitions,Postgraduate
LAWS77-604,External Mooting and Competitions,Postgraduate
LAWS77-605,External Mooting and Competitions,Postgraduate
LAWS77-610,Individual Study in Law (1),Postgraduate
LAWS77-611,Individual Study in Law (2),Postgraduate
LAWS77-612,Individual Study in Law (3),Postgraduate
LAWS77-623,Special Topic in Law (A),Postgraduate
LAWS77-624,Special Topic in Law (B),Postgraduate
LAWS77-625,Special Topic in Law (C),Postgraduate
LAWS77-719,Comparative Corporate Governance,Postgraduate
LAWS77-729,Principles of Corporate Governance,Postgraduate
LAWS77-733,Global Intellectual Property Law,Postgraduate
LAWS77-734,International Financial Systems Law,Postgraduate
LAWS77-736,Corporate Acquisitions Law,Postgraduate
LAWS77-745,International Contracts,Postgraduate
LAWS77-746,International Investment and Trade Law,Postgraduate
LAWS77-751,Foundations of Legal Education,Postgraduate
LAWS77-752,Law Curriculum Design & Pedagogy,Postgraduate
LAWS77-753,Teaching for Learning Success in Law,Postgraduate
LAWS77-754,Capstone – Research Project,Postgraduate
LAWS77-766,International Commercial Arbitration,Postgraduate
LAWS77-772,Dispute Resolution: Practice and Procedure,Postgraduate
LAWS77-773,Dispute Resolution: Theories and Principles,Postgraduate
LAWS77-783,Mediation,Postgraduate
LAWS77-784,Negotiation,Postgraduate
LAWS77-792,Trial and Appellate Advocacy,Postgraduate
LAWS77-795,Japanese Law,Postgraduate
LAWS77-798,Practical Company and Commercial Law,Postgraduate
LAWS77-801,Mediation and Dispute Resolution Practice 1,Postgraduate
LAWS77-802,Mediation and Dispute Resolution Practice 2,Postgraduate
LAWS77-803,Family Dispute Resolution 1,Postgraduate
LAWS77-804,Family Dispute Resolution 2,Postgraduate
LAWS77-805,Law and Social Justice: Supporting Capacity and Capability,Postgraduate
LAWS77-806,Energy Law,Postgraduate
LAWS77-807,Dispute Resolution in International Tax,Postgraduate
LAWS79-932,Post Graduate Minor Thesis - Law,Postgraduate
LING71-101,Approaches to Language Teaching,Postgraduate
LING71-102,Practice of Language Teaching,Postgraduate
LING71-103,Nature of Language,Postgraduate
LING71-104,Second Language Learners,Postgraduate
LING71-105,Language in Society,Postgraduate
LING71-106,Learning through Observation,Postgraduate
LING71-107,Curriculum Design,Postgraduate
LING71-108,English for Professional Contexts,Postgraduate
LING71-109,Language Assessment,Postgraduate
LING71-110,Grammar for Language Teachers,Postgraduate
LING71-112,Megatrends and Education,Postgraduate
LING71-113,Language Policy in a Global Context,Postgraduate
LING71-602,Research Project in TESOL,Postgraduate
LING71-603,Supervised Project in TESOL B,Postgraduate
LING72-210,Dissertation in TESOL A,Postgraduate
LING72-211,Dissertation in TESOL B,Postgraduate
MEDI71-401,Core Clinical Practice A,Postgraduate
MEDI72-501,"Extended Clinical Practice and Research, A",Postgraduate
MEDI72-502,"Extended Clinical Practice and Research, B",Postgraduate
MEDI72-503,"Extended Clinical Practice and Research, C",Postgraduate
MGMT71-104,Managing People,Postgraduate
MGMT71-107,Leadership and Technology Innovation in Health Management,Postgraduate
MGMT71-301,International Human Resource Management,Postgraduate
MGMT71-311,Managing Strategic Change,Postgraduate
MGMT71-326,Project Innovation and Change,Postgraduate
MGMT71-327,Operations and Supply Chain Management,Postgraduate
MGMT71-600,Behaviour in Organisations,Postgraduate
MKTG71-104,Marketing Management,Postgraduate
MKTG71-312,Internet and Social Media Marketing,Postgraduate
MKTG71-600,Marketing Fundamentals,Postgraduate
MKTG71-601,Customer Analysis,Postgraduate
MKTG71-602,Market Research,Postgraduate
MKTG71-604,Communication Strategies,Postgraduate
MMDE71-100,Design Communications,Postgraduate
MMDE71-103,Code for Creatives,Postgraduate
NUTR71-100,Nutrition and Food Science,Postgraduate
NUTR71-101,Nutrition Assessment and Diagnosis,Postgraduate
NUTR71-102,Nutrition Communication and Behaviour,Postgraduate
NUTR71-103,Nutrition Issues and Priorities,Postgraduate
NUTR71-104,Clinical Dietetics A,Postgraduate
NUTR71-105,Nutrition and Chronic Disease Management,Postgraduate
NUTR71-106,Food Service Dietetics,Postgraduate
NUTR71-107,Public Health Nutrition Practice,Postgraduate
NUTR71-109,Clinical Dietetics B,Postgraduate
NUTR71-110,Evidence-Based Practice for Health Professionals,Postgraduate
NUTR71-114,Health Research Design and Planning,Postgraduate
NUTR71-115,Sports Nutrition,Postgraduate
NUTR71-117,Management and Leadership for Nutrition Professionals,Postgraduate
NUTR71-118,International Nutrition Practice,Postgraduate
NUTR71-700,Professional Placement Internship - Individual Case Management A,Postgraduate
NUTR71-701,Professional Placement Internship - Individual Case Management B,Postgraduate
NUTR71-702,Professional Placement Internship - Food Service Management,Postgraduate
NUTR71-703,Professional Placement Internship - Community and Public Health Nutrition,Postgraduate
NUTR73-700,Nutrition Research Internship A,Postgraduate
NUTR73-701,Nutrition Research Internship B,Postgraduate
OCTY71-100,Foundations of Occupational Therapy,Postgraduate
OCTY71-101,Health Conditions and Multidisciplinary Management,Postgraduate
OCTY71-102,Neuroscience for Health Professionals,Postgraduate
OCTY71-103,Enabling Environments: A Systems Approach,Postgraduate
OCTY71-104,Engage: In Occupation,Postgraduate
OCTY71-105,Enable: Occupational Performance,Postgraduate
OCTY71-106,Occupational Therapy Roles and Responsibilities,Postgraduate
OCTY71-107,Evidence based Practice for Health Professionals,Postgraduate
OCTY71-108,Occupational Therapy: Work,Postgraduate
OCTY71-109,"Occupational Therapy: Learn, Play, Connect",Postgraduate
OCTY71-110,Occupational Therapy: Independence and Participation,Postgraduate
OCTY71-111,The New Global Occupational Therapist,Postgraduate
OCTY71-112,Promoting the Occupational Health and Well-being of Communities,Postgraduate
OCTY71-113,"The Occupational Therapy Professional: Practice, Standards and Quality",Postgraduate
OCTY71-401,Health Research Design and Planning,Postgraduate
OCTY71-402,Health Professional Research Internship A,Postgraduate
OCTY71-403,Health Professional Research Internship B,Postgraduate
OCTY71-404,Capstone Research Project,Postgraduate
OCTY71-701,Professional Practice in Occupational Therapy I,Postgraduate
OCTY72-702,Professional Practice in Occupational Therapy II,Postgraduate
OCTY73-703,Professional Practice in Occupational Therapy III,Postgraduate
PHTY91-408,Musculoskeletal Physiotherapy I,Postgraduate
PHTY91-409,Cardiorespiratory Physiotherapy,Postgraduate
PHTY91-410,Principles of Physiotherapy,Postgraduate
PHTY91-411,Musculo-skeletal Physiotherapy I Clinical Practice,Postgraduate
PHTY91-412,Cardio-respiratory Physiotherapy Clinical Practice,Postgraduate
PHTY91-413,Physiotherapy Clinical Practice Unit 1,Postgraduate
PHTY91-414,Physiotherapy Clinical Practice Unit 2,Postgraduate
PHTY92-415,Musculoskeletal Physiotherapy II,Postgraduate
PHTY92-416,Neurological Physiotherapy,Postgraduate
PHTY92-417,Musculo-skeletal Physiotherapy II Clinical Practice,Postgraduate
PHTY92-418,Neurological Physiotherapy Clinical Practice,Postgraduate
PHTY92-419,"Physiotherapy Leadership, Management and Advocacy",Postgraduate
PHTY92-420,Physiotherapy for Chronic Disease and Disability,Postgraduate
PHTY92-421,Chronic Disease and Disability Clinical Practice,Postgraduate
PHTY92-422,Physiotherapy Clinical Practice Unit 3,Postgraduate
PHTY92-423,Physiotherapy Clinical Practice Unit 4,Postgraduate
PHTY92-424,Physiotherapy Clinical Practice Unit 5,Postgraduate
PHTY93-421,Evidence Based Practice Research (Part A),Postgraduate
PHTY93-422,Evidence Based Practice Research (Part B),Postgraduate
PHTY93-423,Maximising Human Potential,Postgraduate
PHTY93-424,Diversity and Life Stage Clinical Practice,Postgraduate
PHTY93-425,Clinical Internship,Postgraduate
PHTY93-426,The Well Rounded Physiotherapist,Postgraduate
PHTY93-427,Innovation and Global Practice in Physiotherapy,Postgraduate
PHTY93-428,Physiotherapy Clinical Practice Unit 6,Postgraduate
PLTC71-110,Practical Legal Training,Postgraduate
PLTC71-111,Practical Experience,Postgraduate
PLTC71-112,Continuing Practical Training,Postgraduate
PLTC72-200,Practical Legal Training 1,Postgraduate
PLTC72-201,Practical Legal Training 2,Postgraduate
PLTC72-202,Practical Experience,Postgraduate
PLTC72-203,Continuing Practical Training,Postgraduate
PSYC71-400,Diploma Thesis 1: Research Seminar and Ethics,Postgraduate
PSYC71-403,Principles of Psychological Assessment,Postgraduate
PSYC71-404,Clinical Psychology,Postgraduate
PSYC71-405,Community and Health Psychology,Postgraduate
PSYC71-407,Forensic Psychology,Postgraduate
PSYC71-408,Neuropsychology,Postgraduate
PSYC71-409,Multivariate Research Methods,Postgraduate
PSYC71-410,Human Experimental Psychology,Postgraduate
PSYC71-411,Psychology At Work,Postgraduate
PSYC71-413,Professional Psychology,Postgraduate
PSYC71-415,Evidence Based Counselling & Therapy Practices Across the Lifespan,Postgraduate
PSYC71-417,Advanced Cognitive Neuropsychology,Postgraduate
PSYC71-503,Counselling Psychotherapies and Clinical Skills,Postgraduate
PSYC71-504,Advanced Psychological Assessment,Postgraduate
PSYC71-505,"Research Methods, Professional Practice and Ethics",Postgraduate
PSYC71-506,Psychopathology and Therapy: Adults 1,Postgraduate
PSYC71-509,Health Psychology,Postgraduate
PSYC71-516,Special Category Offenders,Postgraduate
PSYC71-519,Forensic Psychopathology,Postgraduate
PSYC71-607,Psychopathology and Therapy: Adults 2,Postgraduate
PSYC71-608,"Psychopathology and Therapy: Families, Children and Adolescents",Postgraduate
PSYC71-611,Psychopharmacology and Pharmacotherapy,Postgraduate
PSYC71-631,Masters Dissertation - Part 1,Postgraduate
PSYC71-632,Masters Dissertation - Part 2,Postgraduate
PSYC71-633,Masters Dissertation - Part 3,Postgraduate
PSYC71-634,Masters Dissertation - Part 4,Postgraduate
PSYC71-731,Internship: Part A,Postgraduate
PSYC71-732,Internship: Part B,Postgraduate
PSYC71-733,Externship I,Postgraduate
PSYC71-734,Externship II,Postgraduate
PSYC72-420,Diploma Thesis 2,Postgraduate
PSYC72-422,Professional Experience & Practice in Psychology,Postgraduate
PUBR71-102,Public Relations Masterclass,Postgraduate
SDCM70-309,Building Services,Postgraduate
SDCM71-310,Measurement 2,Postgraduate
SDCM71-313,Integrated Measurement and Professional Practice,Postgraduate
SDCM71-314,Building Controls and Regulation,Postgraduate
SDCM71-315,Fire Engineering,Postgraduate
SDCM71-316,Structures and Materials,Postgraduate
SDCM71-322,Building Pathology and Forensic Engineering,Postgraduate
SDCM71-323,Expert Witness and Dispute Resolution,Postgraduate
SDCM71-324,Sustainable Refurbishment and Retrofit,Postgraduate
SDCM71-325,Integrated Project,Postgraduate
SDCM71-327,Professional Practice,Postgraduate
SDCM73-100,Professional Portfolio (Workshop Program),Postgraduate
SDCM73-101,Professional Portfolio (Work Placement),Postgraduate
SDIM71-201,Risk Management,Postgraduate
SDPM73-100,Professional Portfolio,Postgraduate
SDRE73-100,Professional Portfolio,Postgraduate
SDUP71-100,Professional Planning Practice: Theory and Ethics,Postgraduate
SDUP71-200,Urban Spatial Analytics,Postgraduate
SDUP71-400,Research Project,Postgraduate
SDUP73-100,Professional Portfolio,Postgraduate
SPEX71-203,"Communication, Leadership and Negotiation in Sport",Postgraduate
SPEX71-213,Performance Analysis in Sport,Postgraduate
SPEX71-214,Injury Prevention and Rehabilitation Principles and Practice,Postgraduate
SPEX71-215,Athlete Preparation Principles and Practice,Postgraduate
SPEX71-216,Managing Athlete and Team Dynamics,Postgraduate
SPEX71-217,Research Design for Sports Science,Postgraduate
SPEX71-218,Advances in Sports Science,Postgraduate
SPEX71-219,Research Analysis for Sports Science,Postgraduate
SPEX71-221,"Body Composition, Nutrition and Exercise Performance",Postgraduate
SPEX72-201,Sports Science Professional Placement 1,Postgraduate
SPEX72-202,Sports Science Professional Placement 2,Postgraduate
SPEX72-211,Sports Science Research Project 1,Postgraduate
SPEX72-212,Sports Science Research Project 2,Postgraduate
SPMT71-115,International Sport Business,Postgraduate
SPMT71-119,Sport Management Professional Preparation,Postgraduate
SPMT71-120,Managing Sustainable Sport Events and Venues,Postgraduate
SPMT71-125,Managing High Performance Sport,Postgraduate
SSUD70-301,Foundations of Intelligent Construction (OpenBIM),Postgraduate
SSUD70-302,Intellectual Property Rights (Data Exchange),Postgraduate
SSUD70-303,3D-BIM (Virtual and Augmented Reality),Postgraduate
SSUD70-304,4D-BIM (Schedule Optimisation),Postgraduate
SSUD70-305,5D-BIM (Cost Modelling),Postgraduate
SSUD70-306,6D-BIM (Environment Sustainability Assessment),Postgraduate
SSUD70-307,7D-BIM (Facilities Management),Postgraduate
SSUD70-308,BIM and BIG DATA (Geographical Information Systems (GIS)),Postgraduate
SSUD71-010,Project Process Reengineering (Workflow Visualisation and Change),Postgraduate
SSUD71-011,Continuous Process Improvement (Quality and Safety Standards),Postgraduate
SSUD71-012,Productivity and Off-site Fabrication (Maximising Value),Postgraduate
SSUD71-013,Managing Complexity in Construction (Minimising Waste),Postgraduate
SSUD71-101,Understanding Buildings,Postgraduate
SSUD71-103,Principles of Project Management,Postgraduate
SSUD71-106,Real Estate Property Rights,Postgraduate
SSUD71-107,Property Investment and Valuation,Postgraduate
SSUD71-108,Real Estate Finance and Taxation,Postgraduate
SSUD71-109,Commercial Valuation,Postgraduate
SSUD71-111,Project Finance and Procurement,Postgraduate
SSUD71-119,Real Estate Investment Trust Analysis,Postgraduate
SSUD71-120,Property Development and Feasibility Analysis,Postgraduate
SSUD71-123,Real Estate Investment Trust Analysis (USEd),Postgraduate
SSUD71-124,Property Development,Postgraduate
SSUD71-125,Feasibility Analysis,Postgraduate
SSUD71-126,Property Finance and Investment,Postgraduate
SSUD71-205,Planning the City Region,Postgraduate
SSUD71-206,Community Planning Studio,Postgraduate
SSUD71-211,Economics of Sustainable Development,Postgraduate
SSUD71-215,Urban Design and Place Making Principles,Postgraduate
SSUD71-216,Corporate Property and Asset Management,Postgraduate
SSUD71-237,Infrastructure and City Economics,Postgraduate
SSUD71-300,Planning and Assessment Processes,Postgraduate
SSUD71-305,Project Portfolio and Program Management,Postgraduate
SSUD71-308,Project Contract Administration,Postgraduate
SSUD71-309,Building Services,Postgraduate
SSUD71-312,Early Estimating and Cost Planning,Postgraduate
HLSC41-140,Research Analysis and Communication,Honours
HLSC41-141,Research Preparation and Design,Honours
HLSC44-140,Honours Thesis A - Bachelor of Health Sciences Honours,Honours
HLSC44-141,Honours Thesis B - Bachelor of Health Sciences Honours,Honours
HLSC44-142,Honours Thesis C - Bachelor of Health Sciences Honours,Honours
PSYC71-401,Honours Thesis 1: Research Seminar and Ethics,Honours
PSYC72-421,Honours Thesis 2,Honours
BCFN01-001,Introduction to Multimedia & IT,Postgraduate
BCFN01-003,Foundation Mathematics 1,Postgraduate
BCFN01-004,World History and Politics,Postgraduate
BCFN01-005,Literature in English,Postgraduate
BCFN01-006,Introduction to Economics,Postgraduate
BCFN01-010,Foundation English 1,Postgraduate
BCFN01-012,Foundation English 2,Postgraduate
BCFN01-015,Academic Skills,Postgraduate
BCFN01-018,Society and Culture,Postgraduate
BCFN01-020,Introduction to Entrepreneurship and Innovation,Postgraduate
BCFN01-021,Foundation Mathematics 2,Postgraduate
BCPP01-001,Academic Communication Skills,Postgraduate
BCPP01-002,Applied Academic Communication Skills,Postgraduate
BCPP01-003,Digital Literacy,Postgraduate
BCPP01-004,Principles of Global Citizenship,Postgraduate
BCUP01-001,Academic Skills,Postgraduate
BCUP01-002,Society and Culture,Postgraduate
BCUP01-004,Foundation Mathematics 1,Postgraduate
BCUP01-006,Literature in English,Postgraduate
BCUP01-007,Introduction to Economics,Postgraduate
BCFN01-001,Introduction to Multimedia & IT,Postgraduate
BCFN01-003,Foundation Mathematics 1,Postgraduate
BCFN01-004,World History and Politics,Postgraduate
BCFN01-005,Literature in English,Postgraduate
BCFN01-006,Introduction to Economics,Postgraduate
BCFN01-010,Foundation English 1,Postgraduate
BCFN01-012,Foundation English 2,Postgraduate
BCFN01-015,Academic Skills,Postgraduate
BCFN01-018,Society and Culture,Postgraduate
BCFN01-020,Introduction to Entrepreneurship and Innovation,Postgraduate
BCFN01-021,Foundation Mathematics 2,Postgraduate
BCPP01-001,Academic Communication Skills,Postgraduate
BCPP01-002,Applied Academic Communication Skills,Postgraduate
BCPP01-003,Digital Literacy,Postgraduate
BCPP01-004,Principles of Global Citizenship,Postgraduate
BCUP01-001,Academic Skills,Postgraduate
BCUP01-002,Society and Culture,Postgraduate
BCUP01-004,Foundation Mathematics 1,Postgraduate
BCUP01-006,Literature in English,Postgraduate
BCUP01-007,Introduction to Economics,Postgraduate
